"card_url","card_name","card_image","card_number","card_rarity","card_cost_attribute","card_type","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets","card_att_def","card_race"
"http://www.fowtcg.com/card/2659","Yamata-no-Orochi, the Resurrected Calamity","http://d12h0em1d7ppg.cloudfront.net/items/26/2659/image_en/759f1463-5f26-48d1-a580-10a61b856ddc.jpg","ENW-034","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","gozz","Echoes of the New World","Automatic
Whenever this card attacks ⇒ It deals 800 damage to your opponent and each other resonator.","""The calamities of this world's past, I will make good use of them."" -Gill Lapis, Usurper of Maddening Power","Echoes of the New World","0 / 1600","Twelve Apostles"
"http://www.fowtcg.com/card/2659","Yamata-no-Orochi, the Resurrected Calamity","http://d12h0em1d7ppg.cloudfront.net/items/26/2659/image_en/759f1463-5f26-48d1-a580-10a61b856ddc.jpg","ENW-034","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","gozz","Echoes of the New World","Automatic
Whenever this card attacks ⇒ It deals 800 damage to your opponent and each other resonator.","""The calamities of this world's past, I will make good use of them."" -Gill Lapis, Usurper of Maddening Power","Echoes of the New World","0 / 1600","Twelve Apostles"
"http://www.fowtcg.com/card/2659","Yamata-no-Orochi, the Resurrected Calamity","http://d12h0em1d7ppg.cloudfront.net/items/26/2659/image_en/759f1463-5f26-48d1-a580-10a61b856ddc.jpg","ENW-034","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/05.png","Resonator","gozz","Echoes of the New World","Automatic
Whenever this card attacks ⇒ It deals 800 damage to your opponent and each other resonator.","""The calamities of this world's past, I will make good use of them."" -Gill Lapis, Usurper of Maddening Power","Echoes of the New World","0 / 1600","Twelve Apostles"
"http://www.fowtcg.com/card/2660","Ahriman, the Wicked Spirit Eye","http://d12h0em1d7ppg.cloudfront.net/items/26/2660/image_en/b8ccdb7c-83d1-4398-94f9-2cca31291bc2.jpg","ENW-035","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","Yuji Azuma","Echoes of the New World","Activate
[0]: Your opponent reveals their hand. Play this ability only during your turn and only once per turn.","From far off they watch the battle. Staring ceaselessly.","Echoes of the New World","500 / 700","Familiar"
"http://www.fowtcg.com/card/2660","Ahriman, the Wicked Spirit Eye","http://d12h0em1d7ppg.cloudfront.net/items/26/2660/image_en/b8ccdb7c-83d1-4398-94f9-2cca31291bc2.jpg","ENW-035","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","Yuji Azuma","Echoes of the New World","Activate
[0]: Your opponent reveals their hand. Play this ability only during your turn and only once per turn.","From far off they watch the battle. Staring ceaselessly.","Echoes of the New World","500 / 700","Familiar"
"http://www.fowtcg.com/card/2661","Alice, Girl of the Blue Planet","http://d12h0em1d7ppg.cloudfront.net/items/26/2661/image_en/6c5a7222-5e8a-457d-8009-1c5c2978a0a0.jpg","ENW-036","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","Wednesday","Echoes of the New World","","The light of the Earth shone upon Alice, and at last everything was clear.","Echoes of the New World","500 / 600","Wanderer"
"http://www.fowtcg.com/card/2661","Alice, Girl of the Blue Planet","http://d12h0em1d7ppg.cloudfront.net/items/26/2661/image_en/6c5a7222-5e8a-457d-8009-1c5c2978a0a0.jpg","ENW-036","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","Wednesday","Echoes of the New World","","The light of the Earth shone upon Alice, and at last everything was clear.","Echoes of the New World","500 / 600","Wanderer"
"http://www.fowtcg.com/card/2662","Charlotte, Last Hope of Attoractia","http://d12h0em1d7ppg.cloudfront.net/items/26/2662/image_en/961a99d6-5a6b-4d54-a823-bfc4a331621f.jpg","ENW-037","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","Nekobayashi","Echoes of the New World","Continuous
You may pay [1] less to play chants.","""I want to...protect this world!""","Echoes of the New World","500 / 500","Wizard"
"http://www.fowtcg.com/card/2662","Charlotte, Last Hope of Attoractia","http://d12h0em1d7ppg.cloudfront.net/items/26/2662/image_en/961a99d6-5a6b-4d54-a823-bfc4a331621f.jpg","ENW-037","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","Nekobayashi","Echoes of the New World","Continuous
You may pay [1] less to play chants.","""I want to...protect this world!""","Echoes of the New World","500 / 500","Wizard"
"http://www.fowtcg.com/card/2663","Charlotte's Water Beast Construct","http://d12h0em1d7ppg.cloudfront.net/items/26/2663/image_en/f8adcfb6-a279-40e8-89c5-d2e77a21530b.jpg","ENW-038","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","SAGAWA ASUKA","Echoes of the New World","Activate
[0]: This card gains [Flying], [First Strike], or [+200/+200] until end of turn. Play this ability only once per turn.","Seems Charlotte finally mastered water transformation magic.","Echoes of the New World","600 / 600","Beast"
"http://www.fowtcg.com/card/2663","Charlotte's Water Beast Construct","http://d12h0em1d7ppg.cloudfront.net/items/26/2663/image_en/f8adcfb6-a279-40e8-89c5-d2e77a21530b.jpg","ENW-038","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","SAGAWA ASUKA","Echoes of the New World","Activate
[0]: This card gains [Flying], [First Strike], or [+200/+200] until end of turn. Play this ability only once per turn.","Seems Charlotte finally mastered water transformation magic.","Echoes of the New World","600 / 600","Beast"
"http://www.fowtcg.com/card/2664","Cheshire Cat, Phantasmal Fighter","http://d12h0em1d7ppg.cloudfront.net/items/26/2664/image_en/322040db-0597-4d65-890d-c21b35108bc2.jpg","ENW-039","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","ishishou","Echoes of the New World","Activate
[rest]: Draw a card. Then put this card on top of your deck.","""Alright, I'll be heading out for a bit. There's some stuff I've got to see to. But I'll be right back!""","Echoes of the New World","300 / 300","Fairy Tale"
"http://www.fowtcg.com/card/2665","Detachment","http://d12h0em1d7ppg.cloudfront.net/items/26/2665/image_en/d343dac4-8ec2-452d-b624-c6657a32d7b8.jpg","ENW-040","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","Tsukumi","Echoes of the New World","","Alice and Dark Alice, unable to reconcile, split apart into two beings once again.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2665","Detachment","http://d12h0em1d7ppg.cloudfront.net/items/26/2665/image_en/d343dac4-8ec2-452d-b624-c6657a32d7b8.jpg","ENW-040","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","Tsukumi","Echoes of the New World","","Alice and Dark Alice, unable to reconcile, split apart into two beings once again.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2666","Dragon Shrine Maiden","http://d12h0em1d7ppg.cloudfront.net/items/26/2666/image_en/6bc55823-776f-4078-8e25-f98c5ded97cf.jpg","ENW-041","R","","Ruler","Pisuke","Echoes of the New World","Activate
[rest]: Draw a card.","This guardian with the power to correct time anomalies had been sealed away by Alhama'at.","Echoes of the New World","","Dragonoid"
"http://www.fowtcg.com/card/2667","Flute, Time Altering Priestess","http://d12h0em1d7ppg.cloudfront.net/items/26/2667/image_en/fa207154-9b73-4b21-96c0-4b8146fec806.jpg","ENW-041J","JR","","J-ruler","Pisuke","Echoes of the New World","Activate
[u][2]: Put this card into your ruler area, as a ruler.","""You want me to lend you my power? To alter time?""","Echoes of the New World","700 / 800","Dragonoid"
"http://www.fowtcg.com/card/2668","Flute's Awakening","http://d12h0em1d7ppg.cloudfront.net/items/26/2668/image_en/d217e549-16b1-4c46-bd16-298863c622c5.jpg","ENW-042","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","cola","Echoes of the New World","","Having to wake up all on her own was her worst nightmare.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2669","Flute's Water Dragon","http://d12h0em1d7ppg.cloudfront.net/items/26/2669/image_en/28ed8d48-d23f-4bc3-b10b-179266023ce1.jpg","ENW-043","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","Misa Tsutsui","Echoes of the New World","Continuous
You may rest this recovered card to call a magic stone rather than rest your J/ruler.","Time affords many opportunities.","Echoes of the New World","100 / 400","Dragon"
"http://www.fowtcg.com/card/2670","Luna, Magician of the Moon Star","http://d12h0em1d7ppg.cloudfront.net/items/26/2670/image_en/62db0190-8055-45eb-9532-8400decb288b.jpg","ENW-044","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","Nakaba Higurashi","Echoes of the New World","Activate
Remove a mana counter from this card: Produce [u]. Spend this will only to play Ancient Magic cards.","""Lord Alhama'at is dead and no matter what side I choose now I can't win...oh well.""","Echoes of the New World","800 / 800","Seven Luminaries Mage"
"http://www.fowtcg.com/card/2670","Luna, Magician of the Moon Star","http://d12h0em1d7ppg.cloudfront.net/items/26/2670/image_en/62db0190-8055-45eb-9532-8400decb288b.jpg","ENW-044","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","Nakaba Higurashi","Echoes of the New World","Activate
Remove a mana counter from this card: Produce [u]. Spend this will only to play Ancient Magic cards.","""Lord Alhama'at is dead and no matter what side I choose now I can't win...oh well.""","Echoes of the New World","800 / 800","Seven Luminaries Mage"
"http://www.fowtcg.com/card/2670","Luna, Magician of the Moon Star","http://d12h0em1d7ppg.cloudfront.net/items/26/2670/image_en/62db0190-8055-45eb-9532-8400decb288b.jpg","ENW-044","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","Nakaba Higurashi","Echoes of the New World","Activate
Remove a mana counter from this card: Produce [u]. Spend this will only to play Ancient Magic cards.","""Lord Alhama'at is dead and no matter what side I choose now I can't win...oh well.""","Echoes of the New World","800 / 800","Seven Luminaries Mage"
"http://www.fowtcg.com/card/2671","Luna's Attendant","http://d12h0em1d7ppg.cloudfront.net/items/26/2671/image_en/422fe13a-613f-4ee4-9341-d50de4d821aa.jpg","ENW-045","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","Takumi Sugikawa","Echoes of the New World","Activate
[u]: Target J/resonator gains [Barrier] until end of turn. You may spend will to pay this ability's cost as though it were an Ancient Magic card.","With the defeat of Alhama'at and her fellow mages, Luna had little recourse but to join Lapis.","Echoes of the New World","500 / 500","Ancient/Wizard"
"http://www.fowtcg.com/card/2671","Luna's Attendant","http://d12h0em1d7ppg.cloudfront.net/items/26/2671/image_en/422fe13a-613f-4ee4-9341-d50de4d821aa.jpg","ENW-045","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","Takumi Sugikawa","Echoes of the New World","Activate
[u]: Target J/resonator gains [Barrier] until end of turn. You may spend will to pay this ability's cost as though it were an Ancient Magic card.","With the defeat of Alhama'at and her fellow mages, Luna had little recourse but to join Lapis.","Echoes of the New World","500 / 500","Ancient/Wizard"
"http://www.fowtcg.com/card/2672","Spawn of Umr","http://d12h0em1d7ppg.cloudfront.net/items/26/2672/image_en/eff634a5-b2da-4d3b-8211-72aa99b28d24.jpg","ENW-046","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","hatarisu","Echoes of the New World","Automatic
Whenever this card deals damage to your opponent ⇒ You may banish it. If you do, you may put a Cthulhu from your hand into your field.","With Kaguya's transformation, the seal over the cthulhus weakened.","Echoes of the New World","300 / 600","Cthulhu"
"http://www.fowtcg.com/card/2672","Spawn of Umr","http://d12h0em1d7ppg.cloudfront.net/items/26/2672/image_en/eff634a5-b2da-4d3b-8211-72aa99b28d24.jpg","ENW-046","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","hatarisu","Echoes of the New World","Automatic
Whenever this card deals damage to your opponent ⇒ You may banish it. If you do, you may put a Cthulhu from your hand into your field.","With Kaguya's transformation, the seal over the cthulhus weakened.","Echoes of the New World","300 / 600","Cthulhu"
"http://www.fowtcg.com/card/2673","Staff of Dragonoids","http://d12h0em1d7ppg.cloudfront.net/items/26/2673/image_en/e33d5b1c-8f20-43d7-9e4e-a6289f0767f9.jpg","ENW-047","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Addition","Miko Yamazaki","Echoes of the New World","Continuous
Bestowed resonator gains [+200/+200] and [Flying].","A staff containing the power of ancient dragonoid sages.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2674","The Blue Planet","http://d12h0em1d7ppg.cloudfront.net/items/26/2674/image_en/c6053f90-b0b5-4ba8-87b2-df75a79ac210.jpg","ENW-048","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Addition","Haruki Komai","Echoes of the New World","Automatic
When this card enters your field ⇒ Draw a card.","The Earth floated up and away, into space.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2674","The Blue Planet","http://d12h0em1d7ppg.cloudfront.net/items/26/2674/image_en/c6053f90-b0b5-4ba8-87b2-df75a79ac210.jpg","ENW-048","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Addition","Haruki Komai","Echoes of the New World","Automatic
When this card enters your field ⇒ Draw a card.","The Earth floated up and away, into space.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2675","The Cheshire Cat's Assistance","http://d12h0em1d7ppg.cloudfront.net/items/26/2675/image_en/2f42d8fe-5f40-4c29-9180-6b445eb69249.jpg","ENW-049","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","Tsukumi","Echoes of the New World","","""I told you I'd be back soon, didn't I?"" -Cheshire Cat, Phantasmal Fighter","Echoes of the New World","",""
"http://www.fowtcg.com/card/2676","The Truth of Time","http://d12h0em1d7ppg.cloudfront.net/items/26/2676/image_en/1f59d197-6f9a-408b-be50-b8fabd5a3a22.jpg","ENW-050","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","kawaryu","Echoes of the New World","","It lives, it moves, it connects.","Echoes of the New World","","Ancient Magic"
"http://www.fowtcg.com/card/2677","Umr at-Tawil","http://d12h0em1d7ppg.cloudfront.net/items/26/2677/image_en/ac5b887d-6a8c-4f00-990c-6582b736c801.jpg","ENW-051","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","Shirai Hidemi","Echoes of the New World","Automatic
When this card enters your field ⇒ Search your deck for up to one non-chant card with total cost 1, up to one non-chant card with total cost 2, and up to one non-chant card with total cost 3 and put them into your field. Then shuffle your deck.","To him, love and chaos are one and the same.","Echoes of the New World","800 / 800","Human/Cthulhu"
"http://www.fowtcg.com/card/2677","Umr at-Tawil","http://d12h0em1d7ppg.cloudfront.net/items/26/2677/image_en/ac5b887d-6a8c-4f00-990c-6582b736c801.jpg","ENW-051","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","Shirai Hidemi","Echoes of the New World","Automatic
When this card enters your field ⇒ Search your deck for up to one non-chant card with total cost 1, up to one non-chant card with total cost 2, and up to one non-chant card with total cost 3 and put them into your field. Then shuffle your deck.","To him, love and chaos are one and the same.","Echoes of the New World","800 / 800","Human/Cthulhu"
"http://www.fowtcg.com/card/2677","Umr at-Tawil","http://d12h0em1d7ppg.cloudfront.net/items/26/2677/image_en/ac5b887d-6a8c-4f00-990c-6582b736c801.jpg","ENW-051","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/05.png","Resonator","Shirai Hidemi","Echoes of the New World","Automatic
When this card enters your field ⇒ Search your deck for up to one non-chant card with total cost 1, up to one non-chant card with total cost 2, and up to one non-chant card with total cost 3 and put them into your field. Then shuffle your deck.","To him, love and chaos are one and the same.","Echoes of the New World","800 / 800","Human/Cthulhu"
"http://www.fowtcg.com/card/2678","Confront the Unknown","http://d12h0em1d7ppg.cloudfront.net/items/26/2678/image_en/e88c7c79-0a65-4bd3-b740-8deb379a094f.jpg","ENW-052","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Chant","mie","Echoes of the New World","","""How can you be on his side, Scheherazade?"" ""This is nothing like before."" ""Alice, leave this to me. I'll handle her."" ""Ah, wait!"" -Alice, Scheherazade, and Dark Alice","Echoes of the New World","",""
"http://www.fowtcg.com/card/2678","Confront the Unknown","http://d12h0em1d7ppg.cloudfront.net/items/26/2678/image_en/e88c7c79-0a65-4bd3-b740-8deb379a094f.jpg","ENW-052","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","mie","Echoes of the New World","","""How can you be on his side, Scheherazade?"" ""This is nothing like before."" ""Alice, leave this to me. I'll handle her."" ""Ah, wait!"" -Alice, Scheherazade, and Dark Alice","Echoes of the New World","",""
"http://www.fowtcg.com/card/2679","Fairy of the Malefic Tree","http://d12h0em1d7ppg.cloudfront.net/items/26/2679/image_en/c0bb84d5-cf2d-4881-b0ec-2b3fadd3c301.jpg","ENW-053","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","Tomomi TOMIDA","Echoes of the New World","Activate
Pay 300 life: This card gains ""Whenever this card deals damage to a resonator ⇒ Destroy that resonator."" until end of turn.","Clad in a black miasma, this fairy arrived from the underworld.","Echoes of the New World","100 / 400","Fairy"
"http://www.fowtcg.com/card/2680","Fox Spirit","http://d12h0em1d7ppg.cloudfront.net/items/26/2680/image_en/a3f3e22d-fb09-4e2c-a3cf-66db0ce85c69.jpg","ENW-054","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","KEIICHIRO ITO","Echoes of the New World","Activate
[0]: This card gains darkness in addition to its other attributes until end of turn.","To put Mikage Seijuro to rest at last, Lilias Petal had to summon all his strength, even if it endangered himself.","Echoes of the New World","300 / 300","Beast"
"http://www.fowtcg.com/card/2681","Gale Force Pursuer, Christie","http://d12h0em1d7ppg.cloudfront.net/items/26/2681/image_en/9e429180-60f6-4759-b3d5-b127bb058702.jpg","ENW-055","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","touge369","Echoes of the New World","Automatic
When this card enters your field ⇒ Remove target darkness resonator from the game.","She won't forgive any who should as much as even threaten Amonsulle.","Echoes of the New World","500 / 600","Elf"
"http://www.fowtcg.com/card/2681","Gale Force Pursuer, Christie","http://d12h0em1d7ppg.cloudfront.net/items/26/2681/image_en/9e429180-60f6-4759-b3d5-b127bb058702.jpg","ENW-055","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","touge369","Echoes of the New World","Automatic
When this card enters your field ⇒ Remove target darkness resonator from the game.","She won't forgive any who should as much as even threaten Amonsulle.","Echoes of the New World","500 / 600","Elf"
"http://www.fowtcg.com/card/2682","Heavenly Spirit Tree","http://d12h0em1d7ppg.cloudfront.net/items/26/2682/image_en/92c3d024-d475-4f8a-8c28-6de99366b190.jpg","ENW-056","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","mita kura","Echoes of the New World","Automatic
Whenever this card blocks ⇒ Draw a card.","The tree sprouting from Refarth produced an unusual sort of power.","Echoes of the New World","200 / 800","Vegetation"
"http://www.fowtcg.com/card/2682","Heavenly Spirit Tree","http://d12h0em1d7ppg.cloudfront.net/items/26/2682/image_en/92c3d024-d475-4f8a-8c28-6de99366b190.jpg","ENW-056","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","mita kura","Echoes of the New World","Automatic
Whenever this card blocks ⇒ Draw a card.","The tree sprouting from Refarth produced an unusual sort of power.","Echoes of the New World","200 / 800","Vegetation"
"http://www.fowtcg.com/card/2683","Interdimensional Space","http://d12h0em1d7ppg.cloudfront.net/items/26/2683/image_en/7f2ff080-4a07-4507-b49c-cbe19cd0e1cf.jpg","ENW-057","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Addition","Yuko Nagasaki","Echoes of the New World","Continuous
Wanderer J/resonators you control gain [+400/+400].","From a mysterious space outside the normal, they appeared.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2683","Interdimensional Space","http://d12h0em1d7ppg.cloudfront.net/items/26/2683/image_en/7f2ff080-4a07-4507-b49c-cbe19cd0e1cf.jpg","ENW-057","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Addition","Yuko Nagasaki","Echoes of the New World","Continuous
Wanderer J/resonators you control gain [+400/+400].","From a mysterious space outside the normal, they appeared.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2684","Leaf of the Malefic Tree","http://d12h0em1d7ppg.cloudfront.net/items/26/2684/image_en/2d6b5438-41b3-4825-a4a9-3a18e33147e2.jpg","ENW-058","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Addition","Shirono Muku","Echoes of the New World","Continuous
Bestowed resonator gains ""Pay 200 life: This card gains [+100/+100] until end of turn.""","The price of power is ruin.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2685","Melfee, Child of Refarth","http://d12h0em1d7ppg.cloudfront.net/items/26/2685/image_en/4e1a800e-435a-43c8-a719-4922a84d4861.jpg","ENW-059","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","j-peg","Echoes of the New World","Automatic
Whenever another Elf enters your field ⇒ Put a [+100/+100] counter on this card.","Melfee's memories of her old home surged through her, her heart raced with new purpose and drive.","Echoes of the New World","100 / 100","Elf"
"http://www.fowtcg.com/card/2686","Pricia, Ready for the Final Battle","http://d12h0em1d7ppg.cloudfront.net/items/26/2686/image_en/937e3253-ed9e-4b6b-a46f-3c198b794d10.jpg","ENW-060","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","fzwrAym","Echoes of the New World","Automatic
When this card enters your field or whenever it attacks ⇒ Destroy target resonator your opponent controls with ATK less than or equal to this card's ATK. If you do, put two [+100/+100] counters on this card.","""Shion, I'm going to set you free...and then we're going home.""","Echoes of the New World","1000 / 1000","Beast"
"http://www.fowtcg.com/card/2686","Pricia, Ready for the Final Battle","http://d12h0em1d7ppg.cloudfront.net/items/26/2686/image_en/937e3253-ed9e-4b6b-a46f-3c198b794d10.jpg","ENW-060","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","fzwrAym","Echoes of the New World","Automatic
When this card enters your field or whenever it attacks ⇒ Destroy target resonator your opponent controls with ATK less than or equal to this card's ATK. If you do, put two [+100/+100] counters on this card.","""Shion, I'm going to set you free...and then we're going home.""","Echoes of the New World","1000 / 1000","Beast"
"http://www.fowtcg.com/card/2686","Pricia, Ready for the Final Battle","http://d12h0em1d7ppg.cloudfront.net/items/26/2686/image_en/937e3253-ed9e-4b6b-a46f-3c198b794d10.jpg","ENW-060","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","Resonator","fzwrAym","Echoes of the New World","Automatic
When this card enters your field or whenever it attacks ⇒ Destroy target resonator your opponent controls with ATK less than or equal to this card's ATK. If you do, put two [+100/+100] counters on this card.","""Shion, I'm going to set you free...and then we're going home.""","Echoes of the New World","1000 / 1000","Beast"
"http://www.fowtcg.com/card/2687","Resistance Forces of Amonsulle","http://d12h0em1d7ppg.cloudfront.net/items/26/2687/image_en/c3b80a32-70ea-4fb0-8000-18fe68f87708.jpg","ENW-061","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","ComamitsuZaki","Echoes of the New World","Continuous
Elves you control gain [Barrier][b].","The elves of the secluded village scrambled together to fight Yggdrasil.","Echoes of the New World","700 / 700","Elf"
"http://www.fowtcg.com/card/2687","Resistance Forces of Amonsulle","http://d12h0em1d7ppg.cloudfront.net/items/26/2687/image_en/c3b80a32-70ea-4fb0-8000-18fe68f87708.jpg","ENW-061","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","ComamitsuZaki","Echoes of the New World","Continuous
Elves you control gain [Barrier][b].","The elves of the secluded village scrambled together to fight Yggdrasil.","Echoes of the New World","700 / 700","Elf"
"http://www.fowtcg.com/card/2688","Scheherazade, Speaker of Yet Unknown Truths","http://d12h0em1d7ppg.cloudfront.net/items/26/2688/image_en/d0908374-bcb8-47bf-bb6b-30aa26156dc9.jpg","ENW-062","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","noki","Echoes of the New World","Automatic
When this card enters your field ⇒ As long as this card is in a field, target resonator cannot attack or block, and its controller cannot play its activate abilities.","""There is nothing written in my story of this future. Which means...""","Echoes of the New World","800 / 800","Wanderer"
"http://www.fowtcg.com/card/2688","Scheherazade, Speaker of Yet Unknown Truths","http://d12h0em1d7ppg.cloudfront.net/items/26/2688/image_en/d0908374-bcb8-47bf-bb6b-30aa26156dc9.jpg","ENW-062","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","noki","Echoes of the New World","Automatic
When this card enters your field ⇒ As long as this card is in a field, target resonator cannot attack or block, and its controller cannot play its activate abilities.","""There is nothing written in my story of this future. Which means...""","Echoes of the New World","800 / 800","Wanderer"
"http://www.fowtcg.com/card/2688","Scheherazade, Speaker of Yet Unknown Truths","http://d12h0em1d7ppg.cloudfront.net/items/26/2688/image_en/d0908374-bcb8-47bf-bb6b-30aa26156dc9.jpg","ENW-062","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","noki","Echoes of the New World","Automatic
When this card enters your field ⇒ As long as this card is in a field, target resonator cannot attack or block, and its controller cannot play its activate abilities.","""There is nothing written in my story of this future. Which means...""","Echoes of the New World","800 / 800","Wanderer"
"http://www.fowtcg.com/card/2689","Severing Winds","http://d12h0em1d7ppg.cloudfront.net/items/26/2689/image_en/b278e46f-6a59-4076-8414-ff640e1e9c0c.jpg","ENW-063","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Chant","Kelvin","Echoes of the New World","","Carrying no sound, leaving only silence.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2689","Severing Winds","http://d12h0em1d7ppg.cloudfront.net/items/26/2689/image_en/b278e46f-6a59-4076-8414-ff640e1e9c0c.jpg","ENW-063","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Chant","Kelvin","Echoes of the New World","","Carrying no sound, leaving only silence.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2689","Severing Winds","http://d12h0em1d7ppg.cloudfront.net/items/26/2689/image_en/b278e46f-6a59-4076-8414-ff640e1e9c0c.jpg","ENW-063","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Chant","Kelvin","Echoes of the New World","","Carrying no sound, leaving only silence.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2690","Soul Debt","http://d12h0em1d7ppg.cloudfront.net/items/26/2690/image_en/644645cf-e68f-4eae-8208-26835c700012.jpg","ENW-064","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Chant","Nekobayashi","Echoes of the New World","","""Lars..."" ""Faria, that's enough. We don't need to protect her any more. Let us rest now."" ""Okay."" -Lars and Faria","Echoes of the New World","",""
"http://www.fowtcg.com/card/2690","Soul Debt","http://d12h0em1d7ppg.cloudfront.net/items/26/2690/image_en/644645cf-e68f-4eae-8208-26835c700012.jpg","ENW-064","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","Nekobayashi","Echoes of the New World","","""Lars..."" ""Faria, that's enough. We don't need to protect her any more. Let us rest now."" ""Okay."" -Lars and Faria","Echoes of the New World","",""
