"card_url","card_name","card_image","card_number","card_rarity","card_cost_attribute","card_type","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets","card_race","card_att_def"
"http://www.fowtcg.com/card/5089","Fairy Tale Resistance Force","http://d12h0em1d7ppg.cloudfront.net/items/50/5089/image_en/381378fa-99e1-42fa-a576-76c6d232ae03.jpg","MSW-023","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","haniwa","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
Target Fairy Tale resonator gains [+400/+400] until end of turn. If this card was awakened, it gains [+1000/+1000] until end of turn instead.
[Awakening] Rest a recovered J/ruler you control.","The beginning of a spine-chilling fairy tale.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale",""
"http://www.fowtcg.com/card/5090","Fountain of Trials","http://d12h0em1d7ppg.cloudfront.net/items/50/5090/image_en/12fceae8-04b0-455b-94be-4f74410d6ed4.jpg","MSW-024","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Addition","Nekobayashi","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Continuous
Spirits you control gain [Swiftness].
Activate
[Rest]: Recover a fire ruler you control.","The power of the spirits can be obtained through trials, but there is always a price only few are ever willing to pay.","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
"http://www.fowtcg.com/card/5091","Infinite Matchsticks","http://d12h0em1d7ppg.cloudfront.net/items/50/5091/image_en/ad0e5e0b-4e07-4eb6-86a6-2600b313ff82.jpg","MSW-025","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","Rumie","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
You may have any number of copies of this card in your deck.
[Quickcast]
This card deals 200 damage plus an additional 200 damage for each card named ""Infinite Matchsticks"" in your graveyard to target player or J/resonator.","Nothing is more dangerous than a smoldering fire.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale",""
"http://www.fowtcg.com/card/5092","Milest","http://d12h0em1d7ppg.cloudfront.net/items/50/5092/image_en/2a8d4bdb-6bbc-4e65-b929-10f7a56760fe.jpg","MSW-026","RR","","Ruler","SIGMAN","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Judgment] [R][R][1]
[Tag] (Six Sages) - You may start the game with this ruler and another ruler with [Tag] (Six Sages) that doesn't share a name with this card. Put both in your ruler area.
Automatic
At the beginning of the main phase of your first turn >>> Produce [R].
Continuous
Your J-ruler gains [Swiftness].
Activate
[Rest]: This card deals 200 damage to target player or J/resonator.","He is determined to protect Moojdart at all costs. Even if he would have to give up all ways to express his emotions.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Human, Six Sages",""
"http://www.fowtcg.com/card/5093","Milest","http://d12h0em1d7ppg.cloudfront.net/items/50/5093/image_en/b456dd92-fc97-4203-a514-2f131532a6f2.jpg","MSW-026","JR","","Ruler","SIGMAN","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Judgment] [R][R][1]
[Tag] (Six Sages) - You may start the game with this ruler and another ruler with [Tag] (Six Sages) that doesn't share a name with this card. Put both in your ruler area.
Automatic
At the beginning of the main phase of your first turn >>> Produce [R].
Continuous
Your J-ruler gains [Swiftness].
Activate
[Rest]: This card deals 200 damage to target player or J/resonator.","He is determined to protect Moojdart at all costs. Even if he would have to give up all ways to express his emotions.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Human, Six Sages",""
"http://www.fowtcg.com/card/5094","Salamander, the Spirit of Fire // Ghostflame","http://d12h0em1d7ppg.cloudfront.net/items/50/5094/image_en/61d43b9f-ac31-4d24-a7a6-4d22c7ca08c7.jpg","MSW-027","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator // Chant","Takumi Sugikawa / SIGMAN","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Activate
Banish this card: This card deals damage equal to its ATK to target J/resonator.
This card deals 300 damage to target player or resonator.
Activate
[R][R][1]: Put this card from your graveyard into your hand.","ー","Saga Cluster 2nd 「The Magic Stone War - Zero」","Spirit","300 / 100"
"http://www.fowtcg.com/card/5094","Salamander, the Spirit of Fire // Ghostflame","http://d12h0em1d7ppg.cloudfront.net/items/50/5094/image_en/61d43b9f-ac31-4d24-a7a6-4d22c7ca08c7.jpg","MSW-027","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator // Chant","Takumi Sugikawa / SIGMAN","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Activate
Banish this card: This card deals damage equal to its ATK to target J/resonator.
This card deals 300 damage to target player or resonator.
Activate
[R][R][1]: Put this card from your graveyard into your hand.","ー","Saga Cluster 2nd 「The Magic Stone War - Zero」","Spirit","300 / 100"
"http://www.fowtcg.com/card/5095","Shaman of the Spirit Village","http://d12h0em1d7ppg.cloudfront.net/items/50/5095/image_en/e6032e6a-36f4-4741-9573-278f21c367a3.jpg","MSW-028","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","yuhki lily","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Automatic
Whenever a J/ruler you control is recovered >>> This card deals 400 damage to target player or J/resonator.","She is the living proof that spirits can also reside in humans.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Human, Spirit","0 / 700"
"http://www.fowtcg.com/card/5095","Shaman of the Spirit Village","http://d12h0em1d7ppg.cloudfront.net/items/50/5095/image_en/e6032e6a-36f4-4741-9573-278f21c367a3.jpg","MSW-028","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","yuhki lily","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Automatic
Whenever a J/ruler you control is recovered >>> This card deals 400 damage to target player or J/resonator.","She is the living proof that spirits can also reside in humans.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Human, Spirit","0 / 700"
"http://www.fowtcg.com/card/5096","Snow White of the Red Apple // Apple Avenger","http://d12h0em1d7ppg.cloudfront.net/items/50/5096/image_en/37b1edbe-dfa8-4470-8375-2c9db2de0b85.jpg","MSW-029","MR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator // Chant","KONNO Takashi","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast] [First Strike]
Continuous
This card enters the field with X [+100/+100] counters on it, where X is the total damage dealt by sources you controlled this turn divided by 100.
[Quickcast]
This card deals X damage divided as you choose to any number of target J/resonators your opponent controls, where X is the total damage that was dealt to you this turn. If X is 1000 or more, put this card's ""Snow White of the Red Apple"" part into the field instead of putting this card into its owner's graveyard.","ー","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale // Fairy Tale","0 / 0"
"http://www.fowtcg.com/card/5096","Snow White of the Red Apple // Apple Avenger","http://d12h0em1d7ppg.cloudfront.net/items/50/5096/image_en/37b1edbe-dfa8-4470-8375-2c9db2de0b85.jpg","MSW-029","MR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator // Chant","KONNO Takashi","Saga Cluster 2nd 「The Magic Stone War - Zero」","-''-","ー","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale // Fairy Tale","0 / 0"
"http://www.fowtcg.com/card/5096","Snow White of the Red Apple // Apple Avenger","http://d12h0em1d7ppg.cloudfront.net/items/50/5096/image_en/37b1edbe-dfa8-4470-8375-2c9db2de0b85.jpg","MSW-029","MR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator // Chant","KONNO Takashi","Saga Cluster 2nd 「The Magic Stone War - Zero」","-''-","ー","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale // Fairy Tale","0 / 0"
"http://www.fowtcg.com/card/5097","Snow White's Fire Dwarves","http://d12h0em1d7ppg.cloudfront.net/items/50/5097/image_en/a9d61602-45c4-4879-a4a1-2c3e9c11f0ba.jpg","MSW-030","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","MATSUMOTO EIGHT","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Automatic
Whenever this card is dealt damage >>> It deals that much damage to you.","They all feel the same way.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale","1000 / 1000"
"http://www.fowtcg.com/card/5097","Snow White's Fire Dwarves","http://d12h0em1d7ppg.cloudfront.net/items/50/5097/image_en/a9d61602-45c4-4879-a4a1-2c3e9c11f0ba.jpg","MSW-030","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","MATSUMOTO EIGHT","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Automatic
Whenever this card is dealt damage >>> It deals that much damage to you.","They all feel the same way.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale","1000 / 1000"
"http://www.fowtcg.com/card/5098","Spirit of the Fiery Stone","http://d12h0em1d7ppg.cloudfront.net/items/50/5098/image_en/2f206da8-6fcc-4c2a-8936-d12bf6cd3a8b.jpg","MSW-031","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Nagi-nyan","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Continuous
This card gains [Swiftness], [Precision] and [First Strike] as long as you don't control a rested J/ruler.","A shining spirit resonating with a magic stone.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Spirit","900 / 900"
"http://www.fowtcg.com/card/5098","Spirit of the Fiery Stone","http://d12h0em1d7ppg.cloudfront.net/items/50/5098/image_en/2f206da8-6fcc-4c2a-8936-d12bf6cd3a8b.jpg","MSW-031","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Nagi-nyan","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Continuous
This card gains [Swiftness], [Precision] and [First Strike] as long as you don't control a rested J/ruler.","A shining spirit resonating with a magic stone.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Spirit","900 / 900"
"http://www.fowtcg.com/card/5098","Spirit of the Fiery Stone","http://d12h0em1d7ppg.cloudfront.net/items/50/5098/image_en/2f206da8-6fcc-4c2a-8936-d12bf6cd3a8b.jpg","MSW-031","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Nagi-nyan","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Continuous
This card gains [Swiftness], [Precision] and [First Strike] as long as you don't control a rested J/ruler.","A shining spirit resonating with a magic stone.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Spirit","900 / 900"
"http://www.fowtcg.com/card/5099","The Awakening of Milest","http://d12h0em1d7ppg.cloudfront.net/items/50/5099/image_en/b35961a6-706e-4913-aa10-f58da498d4e6.jpg","MSW-032","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","Yosuke Adachi + Studio Encount,K.K","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
This card deals 400 damage multiplied by X to target player or J/resonator. If this card was awakened, it deals 400 damage multiplied by X to your opponent and each J/resonator your opponent controls instead.
[Awakening] Rest a recovered card named ""Milest"" you control.","His flames exude burning grief.","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
"http://www.fowtcg.com/card/5099","The Awakening of Milest","http://d12h0em1d7ppg.cloudfront.net/items/50/5099/image_en/b35961a6-706e-4913-aa10-f58da498d4e6.jpg","MSW-032","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/X.png","Chant","Yosuke Adachi + Studio Encount,K.K","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
This card deals 400 damage multiplied by X to target player or J/resonator. If this card was awakened, it deals 400 damage multiplied by X to your opponent and each J/resonator your opponent controls instead.
[Awakening] Rest a recovered card named ""Milest"" you control.","His flames exude burning grief.","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
"http://www.fowtcg.com/card/5100","The Little Explosive Match Girl","http://d12h0em1d7ppg.cloudfront.net/items/51/5100/image_en/845463cc-1917-4dc7-bf3a-41677bd65682.jpg","MSW-033","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Rumie","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Activate
Rest a recovered J/ruler you control: You may search your deck for a card named ""Infinite Matchsticks"", reveal it and put it into your hand. If you do, put two [+100/+100] counters on this card. Then shuffle your deck.","""TIME-LIMITED! Matches that burn MUCH better!! LIMITED EDITION!""","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale","300 / 300"
"http://www.fowtcg.com/card/5101","A Duet of Water","http://d12h0em1d7ppg.cloudfront.net/items/51/5101/image_en/3a2ecd99-4906-4077-ac10-15d845125b4e.jpg","MSW-034","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","yua","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
Choose one, you may choose an additional one for each recovered J/ruler you control;
- Draw a card.
- Return up to two target resonators to their owners' hands.
- Prevent all damage that would be dealt to J/resonators you control until end of turn.","""Zero, are you alright?"" ""I'll do my best, as before with Milest!"" ーMoojdart & Zero","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
"http://www.fowtcg.com/card/5101","A Duet of Water","http://d12h0em1d7ppg.cloudfront.net/items/51/5101/image_en/3a2ecd99-4906-4077-ac10-15d845125b4e.jpg","MSW-034","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","yua","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
Choose one, you may choose an additional one for each recovered J/ruler you control;
- Draw a card.
- Return up to two target resonators to their owners' hands.
- Prevent all damage that would be dealt to J/resonators you control until end of turn.","""Zero, are you alright?"" ""I'll do my best, as before with Milest!"" ーMoojdart & Zero","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
"http://www.fowtcg.com/card/5101","A Duet of Water","http://d12h0em1d7ppg.cloudfront.net/items/51/5101/image_en/3a2ecd99-4906-4077-ac10-15d845125b4e.jpg","MSW-034","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","yua","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
Choose one, you may choose an additional one for each recovered J/ruler you control;
- Draw a card.
- Return up to two target resonators to their owners' hands.
- Prevent all damage that would be dealt to J/resonators you control until end of turn.","""Zero, are you alright?"" ""I'll do my best, as before with Milest!"" ーMoojdart & Zero","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
"http://www.fowtcg.com/card/5102","Cinderella, Freed from the Ashes // Rampaging Pumpkin Carriage","http://d12h0em1d7ppg.cloudfront.net/items/51/5102/image_en/15d56431-4731-496b-b3d4-ff85880875a9.jpg","MSW-035","MR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator // Chant","muraicchi","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
Automatic
[Enter] >>> Look at the top two cards of your opponent's deck. Then put them on top and/or on the bottom of your opponent's deck in any order.
[Quickcast]
Put up to two target non-magic stone, non-J-ruler entities your opponent controls on top of their owner's deck in any order. If this card was awakened, put its ""Cinderella, Freed from the Ashes"" part into the field instead of putting this card into its owner's graveyard.
[Awakening] [1]","ー","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale // Fairy Tale","600 / 600"
"http://www.fowtcg.com/card/5102","Cinderella, Freed from the Ashes // Rampaging Pumpkin Carriage","http://d12h0em1d7ppg.cloudfront.net/items/51/5102/image_en/15d56431-4731-496b-b3d4-ff85880875a9.jpg","MSW-035","MR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator // Chant","muraicchi","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
Automatic
[Enter] >>> Look at the top two cards of your opponent's deck. Then put them on top and/or on the bottom of your opponent's deck in any order.
[Quickcast]
Put up to two target non-magic stone, non-J-ruler entities your opponent controls on top of their owner's deck in any order. If this card was awakened, put its ""Cinderella, Freed from the Ashes"" part into the field instead of putting this card into its owner's graveyard.
[Awakening] [1]","ー","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale // Fairy Tale","600 / 600"
"http://www.fowtcg.com/card/5102","Cinderella, Freed from the Ashes // Rampaging Pumpkin Carriage","http://d12h0em1d7ppg.cloudfront.net/items/51/5102/image_en/15d56431-4731-496b-b3d4-ff85880875a9.jpg","MSW-035","MR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator // Chant","muraicchi","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
Automatic
[Enter] >>> Look at the top two cards of your opponent's deck. Then put them on top and/or on the bottom of your opponent's deck in any order.
[Quickcast]
Put up to two target non-magic stone, non-J-ruler entities your opponent controls on top of their owner's deck in any order. If this card was awakened, put its ""Cinderella, Freed from the Ashes"" part into the field instead of putting this card into its owner's graveyard.
[Awakening] [1]","ー","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale // Fairy Tale","600 / 600"
"http://www.fowtcg.com/card/5102","Cinderella, Freed from the Ashes // Rampaging Pumpkin Carriage","http://d12h0em1d7ppg.cloudfront.net/items/51/5102/image_en/15d56431-4731-496b-b3d4-ff85880875a9.jpg","MSW-035","MR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator // Chant","muraicchi","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
Automatic
[Enter] >>> Look at the top two cards of your opponent's deck. Then put them on top and/or on the bottom of your opponent's deck in any order.
[Quickcast]
Put up to two target non-magic stone, non-J-ruler entities your opponent controls on top of their owner's deck in any order. If this card was awakened, put its ""Cinderella, Freed from the Ashes"" part into the field instead of putting this card into its owner's graveyard.
[Awakening] [1]","ー","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale // Fairy Tale","600 / 600"
"http://www.fowtcg.com/card/5102","Cinderella, Freed from the Ashes // Rampaging Pumpkin Carriage","http://d12h0em1d7ppg.cloudfront.net/items/51/5102/image_en/15d56431-4731-496b-b3d4-ff85880875a9.jpg","MSW-035","MR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator // Chant","muraicchi","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
Automatic
[Enter] >>> Look at the top two cards of your opponent's deck. Then put them on top and/or on the bottom of your opponent's deck in any order.
[Quickcast]
Put up to two target non-magic stone, non-J-ruler entities your opponent controls on top of their owner's deck in any order. If this card was awakened, put its ""Cinderella, Freed from the Ashes"" part into the field instead of putting this card into its owner's graveyard.
[Awakening] [1]","ー","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale // Fairy Tale","600 / 600"
"http://www.fowtcg.com/card/5103","Fairy Tale Rabbit","http://d12h0em1d7ppg.cloudfront.net/items/51/5103/image_en/bb58463c-5ddd-4427-92a7-594771708270.jpg","MSW-036","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","311taro","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Continuous
This card gains [+200/+200] for each card in your hand.","This rabbit was a sure sign that Princess Kaguya would soon appear.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale, Rabbit","200 / 200"
"http://www.fowtcg.com/card/5104","Fiola, Spirit of Oblivion","http://d12h0em1d7ppg.cloudfront.net/items/51/5104/image_en/de6499c0-dfb1-4d57-b308-e120c853a79f.jpg","MSW-037","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","SIGMAN","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
Automatic
[Enter] >>> Put target non-resonator spell on the bottom of its owner's deck.
Activate
Remove this card in your graveyard from the game: Put four [+100/+100] counters on a water J-ruler you control.","Fiola received the sacrifice, and she gave Moojdart the power of illusions in return.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Spirit","500 / 600"
"http://www.fowtcg.com/card/5104","Fiola, Spirit of Oblivion","http://d12h0em1d7ppg.cloudfront.net/items/51/5104/image_en/de6499c0-dfb1-4d57-b308-e120c853a79f.jpg","MSW-037","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","SIGMAN","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
Automatic
[Enter] >>> Put target non-resonator spell on the bottom of its owner's deck.
Activate
Remove this card in your graveyard from the game: Put four [+100/+100] counters on a water J-ruler you control.","Fiola received the sacrifice, and she gave Moojdart the power of illusions in return.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Spirit","500 / 600"
"http://www.fowtcg.com/card/5105","Fountain of the Oblivion Moon","http://d12h0em1d7ppg.cloudfront.net/items/51/5105/image_en/d6d79a44-4d21-4546-84d9-54defb0fc035.jpg","MSW-038","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Addition","tokiwa","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Automatic
[Enter] >>> Name a non-J/ruler card. Activate abilities of cards that share the chosen name cannot be played as long as this card is in the field.
Rest a recovered J/ruler you control: Draw a card.","No matter how much the world changes, the Oblivion Moon will stay the same.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Moon",""
"http://www.fowtcg.com/card/5105","Fountain of the Oblivion Moon","http://d12h0em1d7ppg.cloudfront.net/items/51/5105/image_en/d6d79a44-4d21-4546-84d9-54defb0fc035.jpg","MSW-038","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Addition","tokiwa","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Automatic
[Enter] >>> Name a non-J/ruler card. Activate abilities of cards that share the chosen name cannot be played as long as this card is in the field.
Rest a recovered J/ruler you control: Draw a card.","No matter how much the world changes, the Oblivion Moon will stay the same.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Moon",""
"http://www.fowtcg.com/card/5105","Fountain of the Oblivion Moon","http://d12h0em1d7ppg.cloudfront.net/items/51/5105/image_en/d6d79a44-4d21-4546-84d9-54defb0fc035.jpg","MSW-038","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Addition","tokiwa","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Automatic
[Enter] >>> Name a non-J/ruler card. Activate abilities of cards that share the chosen name cannot be played as long as this card is in the field.
Rest a recovered J/ruler you control: Draw a card.","No matter how much the world changes, the Oblivion Moon will stay the same.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Moon",""
"http://www.fowtcg.com/card/5106","Illusionary Flower of Sorrow","http://d12h0em1d7ppg.cloudfront.net/items/51/5106/image_en/750c1bb9-f408-4d5f-9300-a04ad6f20da2.jpg","MSW-039","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Addition","tokiwa","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Automatic
[Enter] >>> Return target resonator your opponent controls to its owner's hand.
Rest a recovered J/ruler you control: Rest target J/resonator. It doesn't recover during its controller's next recovery phase.","This delicate flower seemed to reflect the heart of Moojdart.","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
"http://www.fowtcg.com/card/5107","Illusionary Mermaid","http://d12h0em1d7ppg.cloudfront.net/items/51/5107/image_en/c74ab612-6969-42e9-b4b1-1abb388ebc82.jpg","MSW-040","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","Kamijo Roro","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Continuous
J/resonators your opponent controls cannot attack unless your opponent pays [1]. (Each attack costs [1].)","Illusions revived races that were long extinct in this world.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Mermaid, Fantasy","100 / 700"
"http://www.fowtcg.com/card/5108","Illusionary Snow","http://d12h0em1d7ppg.cloudfront.net/items/51/5108/image_en/a74ed6db-7e7c-4cf8-83da-879dbcfd159c.jpg","MSW-041","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","jitari","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
Destroy target resonator that was the target of a successfully resolved ability of a J/ruler you controlled this turn.","Sometimes illusions have a greater effect than reality.","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
"http://www.fowtcg.com/card/5109","Moojdart","http://d12h0em1d7ppg.cloudfront.net/items/51/5109/image_en/e491c0a8-cde3-405f-9129-45f8aa5e08f1.jpg","MSW-042","RR","","Ruler","ishishou","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Judgment] [B][B][1]
[Tag] (Six Sages) - You may start the game with this ruler and another ruler with [Tag] (Six Sages) that doesn't share a name with this card. Put both in your ruler area.
Continuous
If you would draw a starting hand, you draw a starting hand plus one additional card and your maximum hand size is increased by one until end of game instead.
Automatic
Whenever you do judgment of a ruler >>> Draw a card.
[Rest]: Draw a card. Then put a card from your hand on the bottom of your deck.","She is determined to protect Milest at all costs. Even if she would have to give up her love and her memories.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Human, Six Sages",""
"http://www.fowtcg.com/card/5110","Moojdart","http://d12h0em1d7ppg.cloudfront.net/items/51/5110/image_en/cc452cc9-e74f-49cf-843c-c126b96158e5.jpg","MSW-042","JR","","Ruler","ishishou","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Judgment] [B][B][1]
[Tag] (Six Sages) - You may start the game with this ruler and another ruler with [Tag] (Six Sages) that doesn't share a name with this card. Put both in your ruler area.
Continuous
If you would draw a starting hand, you draw a starting hand plus one additional card and your maximum hand size is increased by one until end of game instead.
Automatic
Whenever you do judgment of a ruler >>> Draw a card.
[Rest]: Draw a card. Then put a card from your hand on the bottom of your deck.","She is determined to protect Milest at all costs. Even if she would have to give up her love and her memories.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Human, Six Sages",""
"http://www.fowtcg.com/card/5111","Neverend, Fairy Tale Dragon","http://d12h0em1d7ppg.cloudfront.net/items/51/5111/image_en/3623e406-9d4c-4e3c-a601-7b7d15669495.jpg","MSW-043","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","SO","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Flying]
Automatic
[Enter] >>> Draw a card.
Continuous
This card gains [+1400/+1400] and ""Fairy Tales you control gain [Eternal]."" as long as there are ten or more Fairy Tales in the field under your control and/or in your graveyard.
Activate
Rest a recovered J/ruler you control: Cards you control and cards you own in non-field zones gain Fairy Tale until end of turn.","The power of the fairy tales became the last bastion in the battle against the Cthulhus.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale, Dragon","100 / 100"
"http://www.fowtcg.com/card/5112","Neverend's Roar","http://d12h0em1d7ppg.cloudfront.net/items/51/5112/image_en/79b356f0-afa4-4003-a8d8-a5f8b187a5d9.jpg","MSW-044","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","SO","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
As you play this card, you may reveal any number of Fairy Tales from your hand.
Rest X target entities your opponent controls, where X is the number of cards revealed to play this card. They don't recover during their controller's next recovery phase.","The beginning of the last stand.","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
"http://www.fowtcg.com/card/5112","Neverend's Roar","http://d12h0em1d7ppg.cloudfront.net/items/51/5112/image_en/79b356f0-afa4-4003-a8d8-a5f8b187a5d9.jpg","MSW-044","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","SO","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
As you play this card, you may reveal any number of Fairy Tales from your hand.
Rest X target entities your opponent controls, where X is the number of cards revealed to play this card. They don't recover during their controller's next recovery phase.","The beginning of the last stand.","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
