"card_url","card_name","card_image","card_number","card_cost_attribute","card_att_def","card_type","card_race","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets"
"http://www.fowtcg.com/card/1620","Napoleon","http://d12h0em1d7ppg.cloudfront.net/items/16/1620/image_en/1485246904.jpg","VIN001-037","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","600 / 600","Resonator","Emperor","藤真拓哉","Vingolf ""Engage Knights""","Continuous
Resonators you control with [Flying] gain [+200/+200].","""This battle is over already. Now struggle as much as you can...""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1621","Paracelsus","http://d12h0em1d7ppg.cloudfront.net/items/16/1621/image_en/1485246905.jpg","VIN001-038","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","400 / 600","Resonator","Alchemist","鍋島テツヒロ","Vingolf ""Engage Knights""","Automatic
When this card enters your field, draw a card.","""I'm not that interested in real guys. Beautiful homunculus boys, that's the kind of Arcadia I aim at!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1621","Paracelsus","http://d12h0em1d7ppg.cloudfront.net/items/16/1621/image_en/1485246905.jpg","VIN001-038","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","400 / 600","Resonator","Alchemist","鍋島テツヒロ","Vingolf ""Engage Knights""","Automatic
When this card enters your field, draw a card.","""I'm not that interested in real guys. Beautiful homunculus boys, that's the kind of Arcadia I aim at!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1622","Dreams of Wonderland","http://d12h0em1d7ppg.cloudfront.net/items/16/1622/image_en/1485246907.jpg","VIN001-039","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","","Chant","","ケルビン","Vingolf ""Engage Knights""","","""What I see and what you see are two completely different things. That is the mystery of this world."" 〜Alice in Wonderland","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1623","Glimpse of Kaguya","http://d12h0em1d7ppg.cloudfront.net/items/16/1623/image_en/1485246908.jpg","VIN001-040","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","","Chant","","ハタリス","Vingolf ""Engage Knights""","","""There!"" - Kaguya, the Immortal Princess","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1623","Glimpse of Kaguya","http://d12h0em1d7ppg.cloudfront.net/items/16/1623/image_en/1485246908.jpg","VIN001-040","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","","Chant","","ハタリス","Vingolf ""Engage Knights""","","""There!"" - Kaguya, the Immortal Princess","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1624","Soji Okita","http://d12h0em1d7ppg.cloudfront.net/items/16/1624/image_en/1485246909.jpg","VIN001-041","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","0 / 0","Resonator","Swordsman","パセリ","Vingolf ""Engage Knights""","Activate
[U]: This card gains [Flying] until end of turn.","""Senpai!! You should do a raid with Soji today, for the sake of justice!!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1624","Soji Okita","http://d12h0em1d7ppg.cloudfront.net/items/16/1624/image_en/1485246909.jpg","VIN001-041","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","0 / 0","Resonator","Swordsman","パセリ","Vingolf ""Engage Knights""","Activate
[U]: This card gains [Flying] until end of turn.","""Senpai!! You should do a raid with Soji today, for the sake of justice!!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1625","Tai Gong Wang","http://d12h0em1d7ppg.cloudfront.net/items/16/1625/image_en/1485246911.jpg","VIN001-042","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","600 / 600","Resonator","Strategist","戦友","Vingolf ""Engage Knights""","","""Tsk... Leave it to me. No game exists that Tai Gong Wang cannot beat!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1625","Tai Gong Wang","http://d12h0em1d7ppg.cloudfront.net/items/16/1625/image_en/1485246911.jpg","VIN001-042","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","600 / 600","Resonator","Strategist","戦友","Vingolf ""Engage Knights""","","""Tsk... Leave it to me. No game exists that Tai Gong Wang cannot beat!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1626","Vainamoinen","http://d12h0em1d7ppg.cloudfront.net/items/16/1626/image_en/1485246912.jpg","VIN001-043","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","200 / 200","Resonator","Sage","かぼちゃ","Vingolf ""Engage Knights""","","""Vaina will sing until her voice falters, so please, let you all burn the flame in your hearts (for Vaina's sake)!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1627","Whirlpool of Knowledge","http://d12h0em1d7ppg.cloudfront.net/items/16/1627/image_en/1485246913.jpg","VIN001-044","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","","Chant","","城戸春一","Vingolf ""Engage Knights""","","The world holds many expressions.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1627","Whirlpool of Knowledge","http://d12h0em1d7ppg.cloudfront.net/items/16/1627/image_en/1485246913.jpg","VIN001-044","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","","Chant","","城戸春一","Vingolf ""Engage Knights""","","The world holds many expressions.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1628","Witch's Dagger","http://d12h0em1d7ppg.cloudfront.net/items/16/1628/image_en/1485246915.jpg","VIN001-045","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","","Addition: Resonator","","長崎祐子","Vingolf ""Engage Knights""","Continuous
Added resonator gains ""[U][U][2] [rest]: Destroy target rested resonator."" and ""[rest] banish this resonator: Draw three cards.""","A choice between two things.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1629","Archimedes","http://d12h0em1d7ppg.cloudfront.net/items/16/1629/image_en/1485246917.jpg","VIN001-046","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","600 / 600","Resonator","Philosopher","T-TRACK","Vingolf ""Engage Knights""","Automatic
Whenever a magic stone is put into your field, this card gains [+200/+200] until end of turn.","""Archimedes's calculations are perfect! Now let's power it up, EUREKA!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1629","Archimedes","http://d12h0em1d7ppg.cloudfront.net/items/16/1629/image_en/1485246917.jpg","VIN001-046","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","600 / 600","Resonator","Philosopher","T-TRACK","Vingolf ""Engage Knights""","Automatic
Whenever a magic stone is put into your field, this card gains [+200/+200] until end of turn.","""Archimedes's calculations are perfect! Now let's power it up, EUREKA!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1630","Art of Sinbad","http://d12h0em1d7ppg.cloudfront.net/items/16/1630/image_en/1485246919.jpg","VIN001-047","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","","Chant","","touge369","Vingolf ""Engage Knights""","","""Hey you, wait up!"" - Sinbad, the Windrider Merchant","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1631","Attila","http://d12h0em1d7ppg.cloudfront.net/items/16/1631/image_en/1485246920.jpg","VIN001-048","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","500 / 500","Resonator","King","黒獅子","Vingolf ""Engage Knights""","Automatic
When this card enters your field, target resonator gains [+200/+200] until end of turn.","""Violence suits me well. Getting everything I want even through sheer force, that's how I rule!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1631","Attila","http://d12h0em1d7ppg.cloudfront.net/items/16/1631/image_en/1485246920.jpg","VIN001-048","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","500 / 500","Resonator","King","黒獅子","Vingolf ""Engage Knights""","Automatic
When this card enters your field, target resonator gains [+200/+200] until end of turn.","""Violence suits me well. Getting everything I want even through sheer force, that's how I rule!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1632","D'Artagnan","http://d12h0em1d7ppg.cloudfront.net/items/16/1632/image_en/1485246921.jpg","VIN001-049","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","500 / 500","Resonator","Count","萩原","Vingolf ""Engage Knights""","","""Munch, munch... Wow! This rice is delicious, I'm so happy!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1632","D'Artagnan","http://d12h0em1d7ppg.cloudfront.net/items/16/1632/image_en/1485246921.jpg","VIN001-049","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","500 / 500","Resonator","Count","萩原","Vingolf ""Engage Knights""","","""Munch, munch... Wow! This rice is delicious, I'm so happy!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1633","Darwin","http://d12h0em1d7ppg.cloudfront.net/items/16/1633/image_en/1485246922.jpg","VIN001-050","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","800 / 800","Resonator","Scientist","岸和田ロビン","Vingolf ""Engage Knights""","Continuous
Wind resonators you control gain [+400/+400] as long as you control six or more magic stones.","""Good gracious, it is indeed worth to observe this. This certainly is the very gift of evolution!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1633","Darwin","http://d12h0em1d7ppg.cloudfront.net/items/16/1633/image_en/1485246922.jpg","VIN001-050","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/04.png","800 / 800","Resonator","Scientist","岸和田ロビン","Vingolf ""Engage Knights""","Continuous
Wind resonators you control gain [+400/+400] as long as you control six or more magic stones.","""Good gracious, it is indeed worth to observe this. This certainly is the very gift of evolution!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1634","Evolution of Limits","http://d12h0em1d7ppg.cloudfront.net/items/16/1634/image_en/1485246924.jpg","VIN001-051","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","","Chant","","douzen","Vingolf ""Engage Knights""","","""Guys! Lend me your strength!"" 〜Little Red, the True Fairy Tale","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1635","Genghis Khan","http://d12h0em1d7ppg.cloudfront.net/items/16/1635/image_en/1485246925.jpg","VIN001-052","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","500 / 500","Resonator","King","藤真拓哉","Vingolf ""Engage Knights""","Automatic
When this card enters your field, recover target magic stone you control.","""Come on, guys, let's act quickly! If we lose, I'll punish you!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1635","Genghis Khan","http://d12h0em1d7ppg.cloudfront.net/items/16/1635/image_en/1485246925.jpg","VIN001-052","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","500 / 500","Resonator","King","藤真拓哉","Vingolf ""Engage Knights""","Automatic
When this card enters your field, recover target magic stone you control.","""Come on, guys, let's act quickly! If we lose, I'll punish you!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1636","Geronimo","http://d12h0em1d7ppg.cloudfront.net/items/16/1636/image_en/1485246926.jpg","VIN001-053","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","200 / 200","Resonator","Shaman","啓々","Vingolf ""Engage Knights""","Continuous
This card cannot be targeted by spells or abilities your opponent controls.","""Fuaaaaah... I'm super tired after this battle! I think I'll take a nap now.""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1637","Law of Silence","http://d12h0em1d7ppg.cloudfront.net/items/16/1637/image_en/1485246929.jpg","VIN001-054","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","","Chant","","七海ルシア","Vingolf ""Engage Knights""","","These laws help keep the land in peace and tranquility.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1637","Law of Silence","http://d12h0em1d7ppg.cloudfront.net/items/16/1637/image_en/1485246929.jpg","VIN001-054","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","","Chant","","七海ルシア","Vingolf ""Engage Knights""","","These laws help keep the land in peace and tranquility.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1638","Minamoto no Yoshitsune","http://d12h0em1d7ppg.cloudfront.net/items/16/1638/image_en/1485246931.jpg","VIN001-055","","","Ruler","Warlord","ぱんつもりこ","Vingolf ""Engage Knights""","Activate
[2]: Target resonator gains [+200/+0] until end of turn.","""Secret technique of the eight boats leap, 'Octa Drive'! Everyone who witnessed this ability of mine is now dead!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1639","Minamoto no Yoshitsune(J)","http://d12h0em1d7ppg.cloudfront.net/items/16/1639/image_en/1485246932.jpg","VIN001-055J","","1000 / 1000","J-ruler","Warlord","ぱんつもりこ","Vingolf ""Engage Knights""","Activate
[G][G]: This card gains [+200/+200] until end of turn.","","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1640","Pyotr I","http://d12h0em1d7ppg.cloudfront.net/items/16/1640/image_en/1485246933.jpg","VIN001-056","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","700 / 700","Resonator","Emperor","がおう","Vingolf ""Engage Knights""","Automatic
When this card enters your field, return target resonator to its owner's hand.","""My enemies are one, two, three... Gaaah! Who cares! I'll beat all of them anyway!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1640","Pyotr I","http://d12h0em1d7ppg.cloudfront.net/items/16/1640/image_en/1485246933.jpg","VIN001-056","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","700 / 700","Resonator","Emperor","がおう","Vingolf ""Engage Knights""","Automatic
When this card enters your field, return target resonator to its owner's hand.","""My enemies are one, two, three... Gaaah! Who cares! I'll beat all of them anyway!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1640","Pyotr I","http://d12h0em1d7ppg.cloudfront.net/items/16/1640/image_en/1485246933.jpg","VIN001-056","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","700 / 700","Resonator","Emperor","がおう","Vingolf ""Engage Knights""","Automatic
When this card enters your field, return target resonator to its owner's hand.","""My enemies are one, two, three... Gaaah! Who cares! I'll beat all of them anyway!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1641","Silver Shoes","http://d12h0em1d7ppg.cloudfront.net/items/16/1641/image_en/1485246936.jpg","VIN001-057","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","","Addition: Resonator","","白野椋","Vingolf ""Engage Knights""","Continuous
Added resonator gains [+300/+300].","""Nice shoes, I wish to wear them for the next fight, although I'd rather be wearing them to a ball."" 〜Lumia, the Creator of Hope","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1642","Timur","http://d12h0em1d7ppg.cloudfront.net/items/16/1642/image_en/1485246937.jpg","VIN001-058","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","800 / 1000","Resonator","King","ぱんつもりこ","Vingolf ""Engage Knights""","","""In all things, a solid foundation is very important! You need to create a steady life project!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1642","Timur","http://d12h0em1d7ppg.cloudfront.net/items/16/1642/image_en/1485246937.jpg","VIN001-058","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","800 / 1000","Resonator","King","ぱんつもりこ","Vingolf ""Engage Knights""","","""In all things, a solid foundation is very important! You need to create a steady life project!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1643","William Tell","http://d12h0em1d7ppg.cloudfront.net/items/16/1643/image_en/1485246939.jpg","VIN001-059","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","200 / 400","Resonator","Hero","mamuru","Vingolf ""Engage Knights""","","""Are you a bad person? Or a good person? 'cause if you are a bad person, I'll shoot you!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1644","Wind of Gods","http://d12h0em1d7ppg.cloudfront.net/items/16/1644/image_en/1485246941.jpg","VIN001-060","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","","Chant","","狛蜜ザキ","Vingolf ""Engage Knights""","","Can't you hear the voice of the wind? Now I'll make you hear it.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1645","Binding Chain","http://d12h0em1d7ppg.cloudfront.net/items/16/1645/image_en/1485246943.jpg","VIN001-061","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","","Chant","","竜風","Vingolf ""Engage Knights""","","","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1645","Binding Chain","http://d12h0em1d7ppg.cloudfront.net/items/16/1645/image_en/1485246943.jpg","VIN001-061","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","","Chant","","竜風","Vingolf ""Engage Knights""","","","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1646","Dante","http://d12h0em1d7ppg.cloudfront.net/items/16/1646/image_en/1485246944.jpg","VIN001-062","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","1000 / 800","Resonator","Poet","T-TRACK","Vingolf ""Engage Knights""","","""Go to Hell! Listen to my verses!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1646","Dante","http://d12h0em1d7ppg.cloudfront.net/items/16/1646/image_en/1485246944.jpg","VIN001-062","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","1000 / 800","Resonator","Poet","T-TRACK","Vingolf ""Engage Knights""","","""Go to Hell! Listen to my verses!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1647","Demon's Curse","http://d12h0em1d7ppg.cloudfront.net/items/16/1647/image_en/1485246946.jpg","VIN001-063","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","","Addition: Resonator","","白野椋","Vingolf ""Engage Knights""","Automatic
When added resonator is put into a graveyard from a field ⇒ This card deals 500 damage to that resonator's controller.","This curse is a pain close to pleasure.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1647","Demon's Curse","http://d12h0em1d7ppg.cloudfront.net/items/16/1647/image_en/1485246946.jpg","VIN001-063","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","","Addition: Resonator","","白野椋","Vingolf ""Engage Knights""","Automatic
When added resonator is put into a graveyard from a field ⇒ This card deals 500 damage to that resonator's controller.","This curse is a pain close to pleasure.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1648","Edward, the Black Prince","http://d12h0em1d7ppg.cloudfront.net/items/16/1648/image_en/1485246947.jpg","VIN001-064","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","700 / 700","Resonator","Prince","Riv","Vingolf ""Engage Knights""","Automatic
When this card enters your field, you lose 500 life.","""A - ny - wa - y, I hate men, okay? If you get that, could you please stay the hell away from me?""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1648","Edward, the Black Prince","http://d12h0em1d7ppg.cloudfront.net/items/16/1648/image_en/1485246947.jpg","VIN001-064","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","700 / 700","Resonator","Prince","Riv","Vingolf ""Engage Knights""","Automatic
When this card enters your field, you lose 500 life.","""A - ny - wa - y, I hate men, okay? If you get that, could you please stay the hell away from me?""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1649","Faust","http://d12h0em1d7ppg.cloudfront.net/items/16/1649/image_en/1485246948.jpg","VIN001-065","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","200 / 200","Resonator","Alchemist","人丸","Vingolf ""Engage Knights""","Activate
[B][B]: This card gains [+600/+600] until end of turn. Play this ability only once per turn.","""M-mr. Mephistopheles, what should we do?""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1649","Faust","http://d12h0em1d7ppg.cloudfront.net/items/16/1649/image_en/1485246948.jpg","VIN001-065","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","200 / 200","Resonator","Alchemist","人丸","Vingolf ""Engage Knights""","Activate
[B][B]: This card gains [+600/+600] until end of turn. Play this ability only once per turn.","""M-mr. Mephistopheles, what should we do?""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1650","Michizane Sugawara","http://d12h0em1d7ppg.cloudfront.net/items/16/1650/image_en/1485246950.jpg","VIN001-066","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","200 / 200","Resonator","Yin-Yang Master","ぽしー","Vingolf ""Engage Knights""","Automatic
Whenever this card deals damage, you gain that much life.","""If there's something troubling you, feel free to call your teacher anytime. I'll always lend you my knowledge!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1651","Mozart","http://d12h0em1d7ppg.cloudfront.net/items/16/1651/image_en/1485246953.jpg","VIN001-067","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","200 / 200","Resonator","Composer","人丸","Vingolf ""Engage Knights""","Automatic
When this card is put into a graveyard from your field, your opponent banishes a resonator.","""Would you show me your bare buttocks? I'm sure they will give me some inspiration.""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1651","Mozart","http://d12h0em1d7ppg.cloudfront.net/items/16/1651/image_en/1485246953.jpg","VIN001-067","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","200 / 200","Resonator","Composer","人丸","Vingolf ""Engage Knights""","Automatic
When this card is put into a graveyard from your field, your opponent banishes a resonator.","""Would you show me your bare buttocks? I'm sure they will give me some inspiration.""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1652","Nobunaga Oda","http://d12h0em1d7ppg.cloudfront.net/items/16/1652/image_en/1485246955.jpg","VIN001-068","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","1000 / 1000","Resonator","Archenemy","藤真拓哉","Vingolf ""Engage Knights""","Continuous
Non-darkness resonators gain [-200/-200].","""Bwahahahahaha! I'll tear both my enemies and my allies apart!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1652","Nobunaga Oda","http://d12h0em1d7ppg.cloudfront.net/items/16/1652/image_en/1485246955.jpg","VIN001-068","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","1000 / 1000","Resonator","Archenemy","藤真拓哉","Vingolf ""Engage Knights""","Continuous
Non-darkness resonators gain [-200/-200].","""Bwahahahahaha! I'll tear both my enemies and my allies apart!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1652","Nobunaga Oda","http://d12h0em1d7ppg.cloudfront.net/items/16/1652/image_en/1485246955.jpg","VIN001-068","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/04.png","1000 / 1000","Resonator","Archenemy","藤真拓哉","Vingolf ""Engage Knights""","Continuous
Non-darkness resonators gain [-200/-200].","""Bwahahahahaha! I'll tear both my enemies and my allies apart!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1653","Nostradamus","http://d12h0em1d7ppg.cloudfront.net/items/16/1653/image_en/1485246957.jpg","VIN001-069","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","400 / 400","Resonator","Prophet","たん","Vingolf ""Engage Knights""","Automatic
When this card enters your field, search your deck for a card. Then shuffle the rest of your deck and put that card on top of it.","""I had a vision! Today you... yeah, you won't die.""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1653","Nostradamus","http://d12h0em1d7ppg.cloudfront.net/items/16/1653/image_en/1485246957.jpg","VIN001-069","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","400 / 400","Resonator","Prophet","たん","Vingolf ""Engage Knights""","Automatic
When this card enters your field, search your deck for a card. Then shuffle the rest of your deck and put that card on top of it.","""I had a vision! Today you... yeah, you won't die.""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1654","Rasputin","http://d12h0em1d7ppg.cloudfront.net/items/16/1654/image_en/1485246958.jpg","VIN001-070","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","100 / 100","Resonator","Wizard","鍋島テツヒロ","Vingolf ""Engage Knights""","Automatic
When this card is put into a graveyard from your field, you may pay 200 life. If you do, put it into its owner's hand.","""Hohohohoho! Does it hurt? Is it painful? Come on, admit that you like it!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1655","Ritual of Millennia","http://d12h0em1d7ppg.cloudfront.net/items/16/1655/image_en/1485246960.jpg","VIN001-071","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","","Chant","","小泉哲哉","Vingolf ""Engage Knights""","","""Stay alive, you must keep fighting. This is a millenary ritual."" -Kaguya, the Tale of the Bamboo Cutter","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1655","Ritual of Millennia","http://d12h0em1d7ppg.cloudfront.net/items/16/1655/image_en/1485246960.jpg","VIN001-071","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","","Chant","","小泉哲哉","Vingolf ""Engage Knights""","","""Stay alive, you must keep fighting. This is a millenary ritual."" -Kaguya, the Tale of the Bamboo Cutter","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1656","Solomon","http://d12h0em1d7ppg.cloudfront.net/items/16/1656/image_en/1485246961.jpg","VIN001-072","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","800 / 800","Resonator","King","煎茶","Vingolf ""Engage Knights""","Continuous
As long as your life is 2000 or less, this card gains [+200/+200].","""You should entertain me as much as you can, boy. And if you do, maybe I'll even lend you a hand.""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1656","Solomon","http://d12h0em1d7ppg.cloudfront.net/items/16/1656/image_en/1485246961.jpg","VIN001-072","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","800 / 800","Resonator","King","煎茶","Vingolf ""Engage Knights""","Continuous
As long as your life is 2000 or less, this card gains [+200/+200].","""You should entertain me as much as you can, boy. And if you do, maybe I'll even lend you a hand.""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1656","Solomon","http://d12h0em1d7ppg.cloudfront.net/items/16/1656/image_en/1485246961.jpg","VIN001-072","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","800 / 800","Resonator","King","煎茶","Vingolf ""Engage Knights""","Continuous
As long as your life is 2000 or less, this card gains [+200/+200].","""You should entertain me as much as you can, boy. And if you do, maybe I'll even lend you a hand.""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1657","Stoning to Death","http://d12h0em1d7ppg.cloudfront.net/items/16/1657/image_en/1485246963.jpg","VIN001-073","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","","Chant","","Fushikaden K.K.","Vingolf ""Engage Knights""","","""Death is just one form. A complete death is the destruction of your entirety."" 〜Abdul Alhazred, the Harbinger of Despair","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1657","Stoning to Death","http://d12h0em1d7ppg.cloudfront.net/items/16/1657/image_en/1485246963.jpg","VIN001-073","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","","Chant","","Fushikaden K.K.","Vingolf ""Engage Knights""","","""Death is just one form. A complete death is the destruction of your entirety."" 〜Abdul Alhazred, the Harbinger of Despair","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1658","Tunnel Vision","http://d12h0em1d7ppg.cloudfront.net/items/16/1658/image_en/1485246966.jpg","VIN001-074","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","","Chant","","路真行方","Vingolf ""Engage Knights""","","","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1658","Tunnel Vision","http://d12h0em1d7ppg.cloudfront.net/items/16/1658/image_en/1485246966.jpg","VIN001-074","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","","Chant","","路真行方","Vingolf ""Engage Knights""","","","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1659","Vlad Tepes","http://d12h0em1d7ppg.cloudfront.net/items/16/1659/image_en/1485246968.jpg","VIN001-075","","","Ruler","Vampire","鍋島テツヒロ","Vingolf ""Engage Knights""","Activate
[2]: This card deals 200 damage to target opponent. You gain 200 life.","""What's wrong? Even though I'm quite tall, I won't look down on you! It's just that I drink milk every day!""","Vingolf ""Engage Knights"""
