"card_url","card_name","card_image","card_number","card_cost_attribute","card_att_def","card_type","card_race","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets","card_rarity"
"http://www.fowtcg.com/card/4431","Guardian of Outland (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/44/4431/image_en/27763dc4-7f0c-4a82-a696-928fc4c078aa.jpg","SDAO2-023","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","0 / 2000","Resonator (Stranger)","Treeman","KONNO Takashi","Alice Origin 2nd Start Deck","Card Text
Automatic
[Enter] ⇒ Put the top card of your magic stone deck into the field rested.
Automatic
At the beginning of your turn ⇒ This card's ATK becomes equal to its DEF until end of turn.","""I met five travelers on the roads of this world, seeking the power of the regalia together, but each with their own secret agenda."" —Note of Magna 14","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4432","Lovers' Lock","http://d12h0em1d7ppg.cloudfront.net/items/44/4432/image_en/3f281dac-fcf2-4d5a-bd59-093fc7b43260.jpg","SDAO2-024","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","","Regalia","","ishishou","Alice Origin 2nd Start Deck","Card Text
[Mythic] [Quickcast]
Activate
[Rest]: Produce two wills in any combination of [B] and/or [D]. Spend this will only to play God's Art abilities, (Strangers), or Mage Arts.","""A beautiful chain is the epitome of binding. When you notice, it's already too late."" —Valentina","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4432","Lovers' Lock","http://d12h0em1d7ppg.cloudfront.net/items/44/4432/image_en/3f281dac-fcf2-4d5a-bd59-093fc7b43260.jpg","SDAO2-024","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","","Regalia","","ishishou","Alice Origin 2nd Start Deck","Card Text
[Mythic] [Quickcast]
Activate
[Rest]: Produce two wills in any combination of [B] and/or [D]. Spend this will only to play God's Art abilities, (Strangers), or Mage Arts.","""A beautiful chain is the epitome of binding. When you notice, it's already too late."" —Valentina","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4433","Magna's Guardian Beast","http://d12h0em1d7ppg.cloudfront.net/items/44/4433/image_en/37482822-ccaa-4f85-a61e-092fc72cafd9.jpg","SDAO2-025","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","600 / 600","Resonator","Beast","Fukuzo Katsura","Alice Origin 2nd Start Deck","Card Text
Automatic
[Enter] ⇒ You may search your deck for up to two resonators with total cost 1, and put them into the field. Then shuffle your deck.","Magna sent his guardian beast to help Pricia's growth.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4433","Magna's Guardian Beast","http://d12h0em1d7ppg.cloudfront.net/items/44/4433/image_en/37482822-ccaa-4f85-a61e-092fc72cafd9.jpg","SDAO2-025","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","600 / 600","Resonator","Beast","Fukuzo Katsura","Alice Origin 2nd Start Deck","Card Text
Automatic
[Enter] ⇒ You may search your deck for up to two resonators with total cost 1, and put them into the field. Then shuffle your deck.","Magna sent his guardian beast to help Pricia's growth.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4433","Magna's Guardian Beast","http://d12h0em1d7ppg.cloudfront.net/items/44/4433/image_en/37482822-ccaa-4f85-a61e-092fc72cafd9.jpg","SDAO2-025","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","600 / 600","Resonator","Beast","Fukuzo Katsura","Alice Origin 2nd Start Deck","Card Text
Automatic
[Enter] ⇒ You may search your deck for up to two resonators with total cost 1, and put them into the field. Then shuffle your deck.","Magna sent his guardian beast to help Pricia's growth.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4434","Masked Prince","http://d12h0em1d7ppg.cloudfront.net/items/44/4434/image_en/b140a324-f25c-4b1e-bd83-1dc41e6a2f85.jpg","SDAO2-026","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","600 / 600","Resonator","Human","Kamijo Roro","Alice Origin 2nd Start Deck","Card Text
Automatic
[Enter] ⇒ Search your deck for a card named ""Cinderella, the Valkyrie of Glass"" and put it into the field. Then shuffle your deck. If you control ""Cinderella, the Valkyrie of Glass"", you may instead choose a card from your Stranger deck at random and put it into your hand.
Activate
[Rest]: Put a glass counter on a ""Cinderella, the Valkyrie of Glass"" you control.","Reality is stranger even than fairy tales.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4434","Masked Prince","http://d12h0em1d7ppg.cloudfront.net/items/44/4434/image_en/b140a324-f25c-4b1e-bd83-1dc41e6a2f85.jpg","SDAO2-026","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","600 / 600","Resonator","Human","Kamijo Roro","Alice Origin 2nd Start Deck","Card Text
Automatic
[Enter] ⇒ Search your deck for a card named ""Cinderella, the Valkyrie of Glass"" and put it into the field. Then shuffle your deck. If you control ""Cinderella, the Valkyrie of Glass"", you may instead choose a card from your Stranger deck at random and put it into your hand.
Activate
[Rest]: Put a glass counter on a ""Cinderella, the Valkyrie of Glass"" you control.","Reality is stranger even than fairy tales.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4435","Morrigan, the Goddess of Tragic Love (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/44/4435/image_en/6357dadd-5b33-459d-b358-09b8403e3484.jpg","SDAO2-027","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","900 / 1000","Resonator (Stranger)","Goddess","Hatori Kyoka","Alice Origin 2nd Start Deck","Card Text
[Flying]
Automatic
[Enter] ⇒ Look at your opponent's hand. Choose a card. They remove that card from the game.","""For now, I will just keep watching the story of the ambitious mage and the innocent little girl."" —Note of Magna 20","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4435","Morrigan, the Goddess of Tragic Love (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/44/4435/image_en/6357dadd-5b33-459d-b358-09b8403e3484.jpg","SDAO2-027","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","900 / 1000","Resonator (Stranger)","Goddess","Hatori Kyoka","Alice Origin 2nd Start Deck","Card Text
[Flying]
Automatic
[Enter] ⇒ Look at your opponent's hand. Choose a card. They remove that card from the game.","""For now, I will just keep watching the story of the ambitious mage and the innocent little girl."" —Note of Magna 20","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4435","Morrigan, the Goddess of Tragic Love (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/44/4435/image_en/6357dadd-5b33-459d-b358-09b8403e3484.jpg","SDAO2-027","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","900 / 1000","Resonator (Stranger)","Goddess","Hatori Kyoka","Alice Origin 2nd Start Deck","Card Text
[Flying]
Automatic
[Enter] ⇒ Look at your opponent's hand. Choose a card. They remove that card from the game.","""For now, I will just keep watching the story of the ambitious mage and the innocent little girl."" —Note of Magna 20","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4436","Pricia","http://d12h0em1d7ppg.cloudfront.net/items/44/4436/image_en/7f51dd28-06fa-419c-bd25-0e6a5a792383.jpg","SDAO2-028","","","Ruler","Little Girl","fzwrAym","Alice Origin 2nd Start Deck","Card Text
[Stranger]10 (You may begin the game with a Stranger deck of exactly ten (Stranger) resonators. You may not have more than two copies of any card in your Stranger deck.)
[Judgment] [G][G][R]
[Energize] [R][G]
Automatic
Whenever a wind regalia enters the field under your control ⇒ Choose one, if the regalia is ""Claw of the Sacred Beast"", choose up to two instead - Choose a card from your Stranger deck at random and put it into your hand; or put a [600/600] wind Beast resonator token into the field; or put two friendship counters on this card; or you may pay [0] to do judgment until end of turn.","An innocent girl growing up in the forest of Sissei, making fast friends with beasts and animals.","Alice Origin 2nd Start Deck","RR"
"http://www.fowtcg.com/card/4438","Space-Time Anomaly","http://d12h0em1d7ppg.cloudfront.net/items/44/4438/image_en/49213268-d392-4e1c-870c-3bc0148b570b.jpg","SDAO2-029","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","","Chant","","touge369","Alice Origin 2nd Start Deck","Card Text
[Quickcast] [Remnant]
Target J/resonator gains [-500/-500] until end of turn. Draw a card.","The weak shall be disposed of.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4438","Space-Time Anomaly","http://d12h0em1d7ppg.cloudfront.net/items/44/4438/image_en/49213268-d392-4e1c-870c-3bc0148b570b.jpg","SDAO2-029","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","","Chant","","touge369","Alice Origin 2nd Start Deck","Card Text
[Quickcast] [Remnant]
Target J/resonator gains [-500/-500] until end of turn. Draw a card.","The weak shall be disposed of.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4439","The Princess of Love Takes Control","http://d12h0em1d7ppg.cloudfront.net/items/44/4439/image_en/ead488a2-d5d5-4692-a119-e91b63a8d80f.jpg","SDAO2-030","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","","Chant","Mage Art","yua","Alice Origin 2nd Start Deck","Card Text
[Quickcast]
Choose one - Put target resonator or regalia on the bottom of its owner's deck; or put two target resonators from your graveyard into your hand; or choose a card from your Stranger deck at random and put it into your hand. Then recover target regalia.","With the arrival of Valentina, Shangri-La entered a time of prosperity and growth.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4439","The Princess of Love Takes Control","http://d12h0em1d7ppg.cloudfront.net/items/44/4439/image_en/ead488a2-d5d5-4692-a119-e91b63a8d80f.jpg","SDAO2-030","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","","Chant","Mage Art","yua","Alice Origin 2nd Start Deck","Card Text
[Quickcast]
Choose one - Put target resonator or regalia on the bottom of its owner's deck; or put two target resonators from your graveyard into your hand; or choose a card from your Stranger deck at random and put it into your hand. Then recover target regalia.","With the arrival of Valentina, Shangri-La entered a time of prosperity and growth.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4439","The Princess of Love Takes Control","http://d12h0em1d7ppg.cloudfront.net/items/44/4439/image_en/ead488a2-d5d5-4692-a119-e91b63a8d80f.jpg","SDAO2-030","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","","Chant","Mage Art","yua","Alice Origin 2nd Start Deck","Card Text
[Quickcast]
Choose one - Put target resonator or regalia on the bottom of its owner's deck; or put two target resonators from your graveyard into your hand; or choose a card from your Stranger deck at random and put it into your hand. Then recover target regalia.","With the arrival of Valentina, Shangri-La entered a time of prosperity and growth.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4440","Valentina","http://d12h0em1d7ppg.cloudfront.net/items/44/4440/image_en/ca1f62c0-30fc-491c-854d-a251297eda94.jpg","SDAO2-031","","","Ruler","Wizard","ishishou","Alice Origin 2nd Start Deck","Card Text
[Stranger]10 (You may begin the game with a Stranger deck of exactly ten (Stranger) resonators. You may not have more than two copies of any card in your Stranger deck.)
[Judgment] [B][B][D]
[Energize] [B][D]
Automatic
Whenever a water regalia enters the field under your control ⇒ Choose one, if the regalia is ""Lovers' Lock"", choose up to two instead - Choose a card from your Stranger deck at random and put it into your hand; or return target resonator to its owner's hand; or target resonator's ATK becomes 0 until end of turn; or you may pay [0] to do judgment until end of turn.","""Your Majesty, please, rest assured. Leave everything to me, and all will be fine.""","Alice Origin 2nd Start Deck","RR"
"http://www.fowtcg.com/card/4442","World Tree Fox","http://d12h0em1d7ppg.cloudfront.net/items/44/4442/image_en/d70a1c3d-6568-4052-84c1-2b350bd44ef3.jpg","SDAO2-032","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","600 / 600","Resonator","Beast","Miko Yamazaki","Alice Origin 2nd Start Deck","Card Text
Automatic
[Enter] ⇒ Put a friendship counter on your J/ruler. Then, if there are three or more friendship counters on your J/ruler, choose a card from your Stranger deck at random and put it into your hand.","""A new friend? Glad to meet ya!"" —Pricia","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4442","World Tree Fox","http://d12h0em1d7ppg.cloudfront.net/items/44/4442/image_en/d70a1c3d-6568-4052-84c1-2b350bd44ef3.jpg","SDAO2-032","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","600 / 600","Resonator","Beast","Miko Yamazaki","Alice Origin 2nd Start Deck","Card Text
Automatic
[Enter] ⇒ Put a friendship counter on your J/ruler. Then, if there are three or more friendship counters on your J/ruler, choose a card from your Stranger deck at random and put it into your hand.","""A new friend? Glad to meet ya!"" —Pricia","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4443","Attoractia’s Memoria","http://d12h0em1d7ppg.cloudfront.net/items/44/4443/image_en/48349a2e-1664-4f71-9d99-20d8ee8b12d4.jpg","SDAO2-033","","","Special Magic Stone","","Moopic","Alice Origin 2nd Start Deck","Card Text
[Rest]: Produce one will of any attribute shared with your J/ruler.","""This is the powersource Lord Magna made to extract the memories. He calls it a Memoria."" Lenneth, the Priestess of Vell-Savaria","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4444","Magic Stone of Blasting Waves","http://d12h0em1d7ppg.cloudfront.net/items/44/4444/image_en/b7d3bb59-1163-41f4-8d84-4e58c5f4ccfb.jpg","SDAO2-034","","","Special Magic Stone","","kurisu","Alice Origin 2nd Start Deck","Card Text
Continuous
Treat this card as a wind magic stone and fire magic stone.
Activate
[rest]: Produce [G] or [R].","A wind that can blow through everything; A fire that can burn through all.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4445","Magic Stone of Dark Depth","http://d12h0em1d7ppg.cloudfront.net/items/44/4445/image_en/cfb972d1-475e-4024-955b-3e77dca0096e.jpg","SDAO2-035","","","Special Magic Stone","","Yuko Nagasaki","Alice Origin 2nd Start Deck","Card Text
Continuous
Treat this card as a darkness magic stone and water magic stone.
Activate
[rest]: Produce [B] or [U].","Movements within the dark and murky depths.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4446","Water Magic Stone","http://d12h0em1d7ppg.cloudfront.net/items/44/4446/image_en/6180b8b3-2a88-47af-b6ac-7bbee21587c5.jpg","SDAO2-036","","","Basic Magic Stone","","KOBO","Alice Origin 2nd Start Deck","Card Text
Activate
[rest]: Produce [U].","","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4447","Wind Magic Stone","http://d12h0em1d7ppg.cloudfront.net/items/44/4447/image_en/ee550c46-df76-42d5-8f5c-04044662e5f6.jpg","SDAO2-037","","","Basic Magic Stone","","KOBO","Alice Origin 2nd Start Deck","Card Text
Activate
[rest]: Produce [G].","","Alice Origin 2nd Start Deck",""
