"card_url","card_name","card_image","card_number","card_rarity","card_cost_attribute","card_type","card_expansion","card_text","card_all_sets","card_att_def","card_race"
"http://www.fowtcg.com/card/4598","Stan, the Good Helper","http://d12h0em1d7ppg.cloudfront.net/items/45/4598/image_en/dd1bf6f2-8c86-4d69-b431-de732652573d.jpg","GITS2045-059","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/04.png","Resonator","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text
Automatic
[Enter] ⇒ Put target resonator from your graveyard into your hand.","GHOST IN THE SHELL SAC_2045 Booster Pack","800 / 800","Human/Machine"
"http://www.fowtcg.com/card/4599","Stan, the Noob","http://d12h0em1d7ppg.cloudfront.net/items/45/4599/image_en/cbefceb8-4239-477b-b8d8-042c40bfd3f1.jpg","GITS2045-060","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text","GHOST IN THE SHELL SAC_2045 Booster Pack","600 / 600","Human/Machine"
"http://www.fowtcg.com/card/4600","Stealth Drone","http://d12h0em1d7ppg.cloudfront.net/items/46/4600/image_en/8a3d158b-98ab-4ad2-8013-5081f1811f9d.jpg","GITS2045-061","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/05.png","Resonator","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text
[Flying]
Automatic
Whenever this card attacks ⇒ This card deals 800 damage to another target resonator.","GHOST IN THE SHELL SAC_2045 Booster Pack","800 / 800","Machine"
"http://www.fowtcg.com/card/4601","Tachikoma A","http://d12h0em1d7ppg.cloudfront.net/items/46/4601/image_en/25d11866-da42-426c-a9ce-7dd255534ea8.jpg","GITS2045-062","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","Resonator","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text
[Quickcast]
Automatic
[Enter] ⇒ Target resonator gains [+600/+600].","GHOST IN THE SHELL SAC_2045 Booster Pack","600 / 600","Machine"
"http://www.fowtcg.com/card/4602","Tachikoma B","http://d12h0em1d7ppg.cloudfront.net/items/46/4602/image_en/f4bd0425-1e51-4d69-a49e-536aa33e8597.jpg","GITS2045-063","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","Resonator","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text
[Quickcast]
Automatic
[Enter] ⇒ Return target resonator to its owner's hand.","GHOST IN THE SHELL SAC_2045 Booster Pack","600 / 600","Machine"
"http://www.fowtcg.com/card/4603","The President of Obsidian Inc.","http://d12h0em1d7ppg.cloudfront.net/items/46/4603/image_en/6df06282-7764-4e93-b31e-ab257da059a2.jpg","GITS2045-064","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/04.png","Resonator","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text","GHOST IN THE SHELL SAC_2045 Booster Pack","1000 / 1000","Human"
"http://www.fowtcg.com/card/4604","Togusa","http://d12h0em1d7ppg.cloudfront.net/items/46/4604/image_en/bf6a5e53-f52c-4067-b6ed-33b879b8d906.jpg","GITS2045-065","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text","GHOST IN THE SHELL SAC_2045 Booster Pack","300 / 400","Human"
"http://www.fowtcg.com/card/4605","Togusa, in the Secret Order","http://d12h0em1d7ppg.cloudfront.net/items/46/4605/image_en/b123a123-5e0c-4f50-9c5b-1eea992c8545.jpg","GITS2045-066","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text
Activate
[2]: Remove target card in a graveyard from the game.","GHOST IN THE SHELL SAC_2045 Booster Pack","400 / 400","Human"
"http://www.fowtcg.com/card/4606","Togusa, the Competent Investigator","http://d12h0em1d7ppg.cloudfront.net/items/46/4606/image_en/f2016b23-5d79-4ea6-bbea-a00038e4edcf.jpg","GITS2045-067","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text
Automatic
[Enter] ⇒ Look at the top 3 cards of your deck. Put a card from among them into your hand, and the rest on the top of your deck in any order.","GHOST IN THE SHELL SAC_2045 Booster Pack","300 / 300","Human"
"http://www.fowtcg.com/card/4607","Top Secret Document","http://d12h0em1d7ppg.cloudfront.net/items/46/4607/image_en/29bd3e65-054c-452b-bb96-59334ca177cf.jpg","GITS2045-068","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/04.png","Chant","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text
Search your deck for a card and put it into your hand. Then shuffle your deck.","GHOST IN THE SHELL SAC_2045 Booster Pack","",""
"http://www.fowtcg.com/card/4608","Truck","http://d12h0em1d7ppg.cloudfront.net/items/46/4608/image_en/d000f257-8feb-4df1-a8db-251cea4aed77.jpg","GITS2045-069","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/06.png","Resonator","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text
Automatic
[Enter] ⇒ Reveal the top 4 cards of your deck. You may put up to 2 Machine and/or Human cards from among them into your hand. Put the rest on the bottom of the deck in any order.","GHOST IN THE SHELL SAC_2045 Booster Pack","1300 / 1500","Machine"
"http://www.fowtcg.com/card/4609","Wasp-Type Drone","http://d12h0em1d7ppg.cloudfront.net/items/46/4609/image_en/0f69455d-2a34-494e-a928-b998b5c0dc8e.jpg","GITS2045-070","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text
[Flying]
Automatic
Whenever this card attacks ⇒ Put the top card of your opponent's deck into the graveyard.","GHOST IN THE SHELL SAC_2045 Booster Pack","100 / 100","Machine"
"http://www.fowtcg.com/card/4610","Watchdog Robot","http://d12h0em1d7ppg.cloudfront.net/items/46/4610/image_en/57609183-1261-4073-8d49-cec567b500fb.jpg","GITS2045-071","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text
Activate
Banish this card: This card deals 200 damage to target resonator.","GHOST IN THE SHELL SAC_2045 Booster Pack","200 / 200","Machine"
"http://www.fowtcg.com/card/4611","Wired Anchor","http://d12h0em1d7ppg.cloudfront.net/items/46/4611/image_en/df2be9b7-7a65-43a7-a491-5d08808d3712.jpg","GITS2045-072","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Chant","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text
Put a Machine from your graveyard into your hand.","GHOST IN THE SHELL SAC_2045 Booster Pack","",""
"http://www.fowtcg.com/card/4612","Worldwide Default","http://d12h0em1d7ppg.cloudfront.net/items/46/4612/image_en/ceed9f3e-3f3e-419d-a82b-7b3e77fa7d3c.jpg","GITS2045-073","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/07.png","Chant","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text
All players discard all cards in their hand.","GHOST IN THE SHELL SAC_2045 Booster Pack","",""
"http://www.fowtcg.com/card/4613","Edwards Air Force Base","http://d12h0em1d7ppg.cloudfront.net/items/46/4613/image_en/4b5a39bc-fed8-47ee-932e-4da26385b962.jpg","GITS2045-074","R","","Special Magic Stone","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text
[Rest]: Produce [1].
[3], [Rest]: Target Machine resonator gains [0/+600].","GHOST IN THE SHELL SAC_2045 Booster Pack","",""
"http://www.fowtcg.com/card/4614","Home Ministry","http://d12h0em1d7ppg.cloudfront.net/items/46/4614/image_en/0a88be33-c3f0-4ca7-b0f5-df3ef61c9071.jpg","GITS2045-075","R","","Special Magic Stone","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text
[Rest]: Produce [1].
[Rest]: Produce [2]. Play this ability only if you control ""Section 9 New Headquarters Building"" and ""Prime Minister's Office"".","GHOST IN THE SHELL SAC_2045 Booster Pack","",""
"http://www.fowtcg.com/card/4615","NSA Headquarters","http://d12h0em1d7ppg.cloudfront.net/items/46/4615/image_en/e3fd57ce-99b5-4f09-a951-d4dc34a9309f.jpg","GITS2045-076","R","","Special Magic Stone","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text
[Rest]: Produce [1].
[1], [Rest]: Foresee 1. (Look at the top card of your deck. You may put it on the bottom of your deck.)","GHOST IN THE SHELL SAC_2045 Booster Pack","",""
"http://www.fowtcg.com/card/4616","Prime Minister's Office","http://d12h0em1d7ppg.cloudfront.net/items/46/4616/image_en/267f0ddc-2039-4d29-8bf7-edc142441593.jpg","GITS2045-077","R","","Special Magic Stone","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text
[Rest]: Produce [1].
[Rest]: Produce [3]. Play this ability only if you control ""The Public Security"" and ""Section 9 New Headquarters Building"".","GHOST IN THE SHELL SAC_2045 Booster Pack","",""
"http://www.fowtcg.com/card/4617","Section 9 New Headquarters","http://d12h0em1d7ppg.cloudfront.net/items/46/4617/image_en/bdbf6707-4ed4-43dd-9294-8fde758ff140.jpg","GITS2045-078","R","","Special Magic Stone","GHOST IN THE SHELL SAC_2045 Booster Pack","Card Text
[Rest]: Produce [1].
[Rest]: Produce [2]. Play this ability only if you control ""The Public Security"" and ""Prime Minister's Office"".","GHOST IN THE SHELL SAC_2045 Booster Pack","",""
