"card_url","card_name","card_image","card_number","card_rarity","card_type","card_race","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets","card_cost_attribute","card_att_def"
"http://www.fowtcg.com/card/4738","Magical Arrow","http://d12h0em1d7ppg.cloudfront.net/items/47/4738/image_en/067fc46b-5fcf-4c3c-858c-7e553a7192f5.jpg","PofA-023","N","Chant","Mage Art","Saiko Takaki","Alice Origin 4th Booster Pack","Card Text
[Quickcast]
This card deals 100 damage to target player or J/resonator. Put this card into its owner's hand as it resolves.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png",""
"http://www.fowtcg.com/card/4739","Ouroboros, the Snake of Reincarnation","http://d12h0em1d7ppg.cloudfront.net/items/47/4739/image_en/0a32452e-8c80-4b0e-ac19-fcc549a60d89.jpg","PofA-024","N","Resonator","Twelve Apostles, Snake","douzen","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> Remove all cards in your deck from the game. Then shuffle all magic stones from your graveyard into your magic stone deck and shuffle all other cards from your graveyard into your deck.
Automatic
When this card is put into a graveyard from the field >>> Put it on the bottom of its owner's deck.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","2000 / 2000"
"http://www.fowtcg.com/card/4739","Ouroboros, the Snake of Reincarnation","http://d12h0em1d7ppg.cloudfront.net/items/47/4739/image_en/0a32452e-8c80-4b0e-ac19-fcc549a60d89.jpg","PofA-024","N","Resonator","Twelve Apostles, Snake","douzen","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> Remove all cards in your deck from the game. Then shuffle all magic stones from your graveyard into your magic stone deck and shuffle all other cards from your graveyard into your deck.
Automatic
When this card is put into a graveyard from the field >>> Put it on the bottom of its owner's deck.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","2000 / 2000"
"http://www.fowtcg.com/card/4739","Ouroboros, the Snake of Reincarnation","http://d12h0em1d7ppg.cloudfront.net/items/47/4739/image_en/0a32452e-8c80-4b0e-ac19-fcc549a60d89.jpg","PofA-024","N","Resonator","Twelve Apostles, Snake","douzen","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> Remove all cards in your deck from the game. Then shuffle all magic stones from your graveyard into your magic stone deck and shuffle all other cards from your graveyard into your deck.
Automatic
When this card is put into a graveyard from the field >>> Put it on the bottom of its owner's deck.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","2000 / 2000"
"http://www.fowtcg.com/card/4739","Ouroboros, the Snake of Reincarnation","http://d12h0em1d7ppg.cloudfront.net/items/47/4739/image_en/0a32452e-8c80-4b0e-ac19-fcc549a60d89.jpg","PofA-024","N","Resonator","Twelve Apostles, Snake","douzen","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> Remove all cards in your deck from the game. Then shuffle all magic stones from your graveyard into your magic stone deck and shuffle all other cards from your graveyard into your deck.
Automatic
When this card is put into a graveyard from the field >>> Put it on the bottom of its owner's deck.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","2000 / 2000"
"http://www.fowtcg.com/card/4739","Ouroboros, the Snake of Reincarnation","http://d12h0em1d7ppg.cloudfront.net/items/47/4739/image_en/0a32452e-8c80-4b0e-ac19-fcc549a60d89.jpg","PofA-024","N","Resonator","Twelve Apostles, Snake","douzen","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> Remove all cards in your deck from the game. Then shuffle all magic stones from your graveyard into your magic stone deck and shuffle all other cards from your graveyard into your deck.
Automatic
When this card is put into a graveyard from the field >>> Put it on the bottom of its owner's deck.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","2000 / 2000"
"http://www.fowtcg.com/card/4740","Phoenix, the Flame of the World","http://d12h0em1d7ppg.cloudfront.net/items/47/4740/image_en/68508c59-45c0-47f9-81b4-20b447ae6426.jpg","PofA-025","N","Resonator","Twelve Apostles/Phoenix","gozz","Alice Origin 4th Booster Pack","Card Text
[Flying] (This card cannot be blocked by J/resonators without [Flying].)
Automatic
When this card enters your field ⇒ It deals 300 damage to each resonator your opponent controls.
Automatic
When this card is put into a graveyard from your field ⇒ You may pay [R][R]. If you do, put this card into its owner's field.","Even the immortal flame cannot match a fragment of the Original King's power.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","900 / 900"
"http://www.fowtcg.com/card/4740","Phoenix, the Flame of the World","http://d12h0em1d7ppg.cloudfront.net/items/47/4740/image_en/68508c59-45c0-47f9-81b4-20b447ae6426.jpg","PofA-025","N","Resonator","Twelve Apostles/Phoenix","gozz","Alice Origin 4th Booster Pack","Card Text
[Flying] (This card cannot be blocked by J/resonators without [Flying].)
Automatic
When this card enters your field ⇒ It deals 300 damage to each resonator your opponent controls.
Automatic
When this card is put into a graveyard from your field ⇒ You may pay [R][R]. If you do, put this card into its owner's field.","Even the immortal flame cannot match a fragment of the Original King's power.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","900 / 900"
"http://www.fowtcg.com/card/4740","Phoenix, the Flame of the World","http://d12h0em1d7ppg.cloudfront.net/items/47/4740/image_en/68508c59-45c0-47f9-81b4-20b447ae6426.jpg","PofA-025","N","Resonator","Twelve Apostles/Phoenix","gozz","Alice Origin 4th Booster Pack","Card Text
[Flying] (This card cannot be blocked by J/resonators without [Flying].)
Automatic
When this card enters your field ⇒ It deals 300 damage to each resonator your opponent controls.
Automatic
When this card is put into a graveyard from your field ⇒ You may pay [R][R]. If you do, put this card into its owner's field.","Even the immortal flame cannot match a fragment of the Original King's power.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","900 / 900"
"http://www.fowtcg.com/card/4740","Phoenix, the Flame of the World","http://d12h0em1d7ppg.cloudfront.net/items/47/4740/image_en/68508c59-45c0-47f9-81b4-20b447ae6426.jpg","PofA-025","N","Resonator","Twelve Apostles/Phoenix","gozz","Alice Origin 4th Booster Pack","Card Text
[Flying] (This card cannot be blocked by J/resonators without [Flying].)
Automatic
When this card enters your field ⇒ It deals 300 damage to each resonator your opponent controls.
Automatic
When this card is put into a graveyard from your field ⇒ You may pay [R][R]. If you do, put this card into its owner's field.","Even the immortal flame cannot match a fragment of the Original King's power.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","900 / 900"
"http://www.fowtcg.com/card/4741","Reflect's Rushing In","http://d12h0em1d7ppg.cloudfront.net/items/47/4741/image_en/2181a587-6de2-41e5-8836-8fa71d9b13b6.jpg","PofA-026","N","Chant","Mage Art","Kelvin","Alice Origin 4th Booster Pack","Card Text
If you have [Passion], remove the top two cards of your deck from the game. You may play them until the end of your opponent's next turn. Invert your ruler.","""It's time to rush in, isn't it?"" ""No, it's time to get out."" ""Really?"" ""Really."" ーReflect & Refrain","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png",""
"http://www.fowtcg.com/card/4742","Swordsmaster of Exploding Flame","http://d12h0em1d7ppg.cloudfront.net/items/47/4742/image_en/5491361e-3ab6-4c2f-8d98-c202df180170.jpg","PofA-027","N","Resonator","Human","Nagi-nyan","Alice Origin 4th Booster Pack","Card Text
Continuous
This card gains [-X/-X], where X is your life.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","3000 / 3000"
"http://www.fowtcg.com/card/4743","Sylvia's Burning Flame","http://d12h0em1d7ppg.cloudfront.net/items/47/4743/image_en/d74d45db-a4f4-40db-bb78-cd01de1bd7c5.jpg","PofA-028","R","Chant","Moon Art","SIGMAN","Alice Origin 4th Booster Pack","Card Text
[Quickcast]
Choose one, if you control [Limit Break] (""Sylvia, Minion of Lapis""), choose up to two instead;
- Target J/resonator gains [+800/0], [First Strike], [Precision], and [Pierce] until end of turn.
- This card deals 800 damage to target J/resonator.","""I always tend to burn my enemies, and my food."" ーSylvia, Minion of Lapis","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png",""
"http://www.fowtcg.com/card/4744","The Road to the Flame King","http://d12h0em1d7ppg.cloudfront.net/items/47/4744/image_en/8cb21c6e-8830-4377-bb5e-b5465b37dc00.jpg","PofA-029","N","Addition","","gekko","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> If your ruler is ""Melgis"", choose a card from your Stranger deck at random and put it into your hand.
Continuous
J/resonators you control gain [Pierce].","This is the road Melgis travels, regretting all the deaths he caused.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png",""
"http://www.fowtcg.com/card/4745","Gentleman Lightning Caller","http://d12h0em1d7ppg.cloudfront.net/items/47/4745/image_en/77c44321-33ce-45fe-9ddf-0286621efbb2.jpg","PofA-030","N","Resonator","Wizard","KIA ASAMIYA","Alice Origin 4th Booster Pack","Card Text
Continuous
You may pay [1] less to play Mage Arts.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","500 / 500"
"http://www.fowtcg.com/card/4745","Gentleman Lightning Caller","http://d12h0em1d7ppg.cloudfront.net/items/47/4745/image_en/77c44321-33ce-45fe-9ddf-0286621efbb2.jpg","PofA-030","N","Resonator","Wizard","KIA ASAMIYA","Alice Origin 4th Booster Pack","Card Text
Continuous
You may pay [1] less to play Mage Arts.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","500 / 500"
"http://www.fowtcg.com/card/4746","Mariabella's Active Decoy","http://d12h0em1d7ppg.cloudfront.net/items/47/4746/image_en/c9881c35-b403-48ff-873d-794f3217d6dc.jpg","PofA-031","N","Addition","Machine","Shinichi Chiba","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> Draw a card.
Activate
[Rest]：Rest target resonator your opponent controls. Play this ability only if you control ""Marybell Type Zero"".","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png",""
"http://www.fowtcg.com/card/4747","Princess of Dragon Palace (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/47/4747/image_en/aece6e5c-c2b4-4cee-9a65-3aa21a10068e.jpg","PofA-032","N","Resonator (Stranger)","Deity","Toridamono","Alice Origin 4th Booster Pack","Card Text
Automatic
When this card is put into a graveyard from the field >>> You may return target resonator to its owner's hand.
Activate
[B], discard this card: Draw a card.
Automatic
Whenever a resonator with total cost 3 or more enters the field under your control >>> You may put this card from your graveyard into the field.","""My last wish is to keep this world in balance. If you read this, please help making my wish come true."" ーNote of Magna 40","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","600 / 600"
"http://www.fowtcg.com/card/4748","Random Walk","http://d12h0em1d7ppg.cloudfront.net/items/47/4748/image_en/a32653a7-851d-4cd4-beb5-a55b0f7fec1e.jpg","PofA-033","N","Chant","Mage Art","Saiko Takaki","Alice Origin 4th Booster Pack","Card Text
[Quickcast]
Put target resonator with total cost 1 or less or target regalia on the bottom of its owner's deck.","If you follow Adombrali, you lose track of your purpose and your destination.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png",""
"http://www.fowtcg.com/card/4749","Refrain's Getting Out","http://d12h0em1d7ppg.cloudfront.net/items/47/4749/image_en/b2d034a6-853b-4558-bd65-5c81cb5df7ba.jpg","PofA-034","N","Chant","Mage Art","Kelvin","Alice Origin 4th Booster Pack","Card Text
[Quickcast]
If you have [Calmness], rest two target non-magic stone entities. They don't recover during their controller's next recovery phase. Invert your ruler.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png",""
"http://www.fowtcg.com/card/4750","The Road to the Machine Lord","http://d12h0em1d7ppg.cloudfront.net/items/47/4750/image_en/5b277437-dbf2-4a2f-b740-b017d9d73e32.jpg","PofA-035","N","Addition","","Rumie","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> If your ruler is ""Machina"", choose a card from your Stranger deck at random and put it into your hand.
Continuous
You may spend any will produced by cards named ""Marybell Type Zero"" you control to play Machines.","This is the road Machina travels as the last wish of his assistant.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png",""
"http://www.fowtcg.com/card/4751","The Road to the Princess of Love","http://d12h0em1d7ppg.cloudfront.net/items/47/4751/image_en/44ebd64f-3717-43d7-bcc7-09c178fc571f.jpg","PofA-036","N","Addition","","Kamijo Roro","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> If your ruler is ""Valentina"", gain control of target resonator with total cost 2 or less as long as this card is in the field.
Activate
[B][B][1]: Return this card to its owner's hand.","This is the road Valentina travels to become Overlord of the Seven Lands.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png",""
"http://www.fowtcg.com/card/4752","Amphisbaena, the Two-Headed Dragon (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/47/4752/image_en/3fcc2210-495c-473f-812c-7aa2da588707.jpg","PofA-037","N","Resonator (Stranger)","Dragon","Tomohiro Kitakaze","Alice Origin 4th Booster Pack","Card Text
[Flying] [Pierce]
Activate
[G]: Until end of turn, if this card would deal damage, it deals double that much instead. Play this ability only once per turn.","""What I started at Yggdrasil is a ritual that will send all remnants of Valhalla's power in this world back to Valhalla, in the much dreaded case of my defeat."" ーNote of Magna 36","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","600 / 1200"
"http://www.fowtcg.com/card/4752","Amphisbaena, the Two-Headed Dragon (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/47/4752/image_en/3fcc2210-495c-473f-812c-7aa2da588707.jpg","PofA-037","N","Resonator (Stranger)","Dragon","Tomohiro Kitakaze","Alice Origin 4th Booster Pack","Card Text
[Flying] [Pierce]
Activate
[G]: Until end of turn, if this card would deal damage, it deals double that much instead. Play this ability only once per turn.","""What I started at Yggdrasil is a ritual that will send all remnants of Valhalla's power in this world back to Valhalla, in the much dreaded case of my defeat."" ーNote of Magna 36","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","600 / 1200"
"http://www.fowtcg.com/card/4753","Behemoth","http://d12h0em1d7ppg.cloudfront.net/items/47/4753/image_en/9ffb9b1a-faef-4b5f-ae13-76c1c0b3ff59.jpg","PofA-038","SR","Resonator","Twelve Protective Deities, Beast","Takumi Sugikawa","Alice Origin 4th Booster Pack","Card Text
[Pierce]
Automatic
When this card enters the field or whenever it attacks >>> Remove target addition or regalia from the game.
Automatic
When this card is put into a graveyard from the field >>> Put all cards from all removed areas that were removed by this card into the field under your control.","The rest of the Twelve Protective Deities, scattered as guardians all over Attoractia, returned to Vell-Savaria with Magna.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","1500 / 1500"
"http://www.fowtcg.com/card/4753","Behemoth","http://d12h0em1d7ppg.cloudfront.net/items/47/4753/image_en/9ffb9b1a-faef-4b5f-ae13-76c1c0b3ff59.jpg","PofA-038","SR","Resonator","Twelve Protective Deities, Beast","Takumi Sugikawa","Alice Origin 4th Booster Pack","Card Text
[Pierce]
Automatic
When this card enters the field or whenever it attacks >>> Remove target addition or regalia from the game.
Automatic
When this card is put into a graveyard from the field >>> Put all cards from all removed areas that were removed by this card into the field under your control.","The rest of the Twelve Protective Deities, scattered as guardians all over Attoractia, returned to Vell-Savaria with Magna.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","1500 / 1500"
"http://www.fowtcg.com/card/4753","Behemoth","http://d12h0em1d7ppg.cloudfront.net/items/47/4753/image_en/9ffb9b1a-faef-4b5f-ae13-76c1c0b3ff59.jpg","PofA-038","SR","Resonator","Twelve Protective Deities, Beast","Takumi Sugikawa","Alice Origin 4th Booster Pack","Card Text
[Pierce]
Automatic
When this card enters the field or whenever it attacks >>> Remove target addition or regalia from the game.
Automatic
When this card is put into a graveyard from the field >>> Put all cards from all removed areas that were removed by this card into the field under your control.","The rest of the Twelve Protective Deities, scattered as guardians all over Attoractia, returned to Vell-Savaria with Magna.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","1500 / 1500"
"http://www.fowtcg.com/card/4753","Behemoth","http://d12h0em1d7ppg.cloudfront.net/items/47/4753/image_en/9ffb9b1a-faef-4b5f-ae13-76c1c0b3ff59.jpg","PofA-038","SR","Resonator","Twelve Protective Deities, Beast","Takumi Sugikawa","Alice Origin 4th Booster Pack","Card Text
[Pierce]
Automatic
When this card enters the field or whenever it attacks >>> Remove target addition or regalia from the game.
Automatic
When this card is put into a graveyard from the field >>> Put all cards from all removed areas that were removed by this card into the field under your control.","The rest of the Twelve Protective Deities, scattered as guardians all over Attoractia, returned to Vell-Savaria with Magna.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","1500 / 1500"
"http://www.fowtcg.com/card/4754","The Road to the Beast Queen","http://d12h0em1d7ppg.cloudfront.net/items/47/4754/image_en/9f820fb4-0135-437c-9722-c9dd09c58008.jpg","PofA-039","N","Addition","","fzwrAym","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> If your ruler is ""Pricia"", choose a card from your Stranger deck at random and put it into your hand.
Continuous
You may pay [0] to play God's Art abilities as long as there are ten or more friendship counters on your J/ruler.","This is the road Pricia travels for playing with her friends.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png",""
"http://www.fowtcg.com/card/4755","A Meeting in the Darkest Night","http://d12h0em1d7ppg.cloudfront.net/items/47/4755/image_en/fce74915-8dd7-4c2e-baf3-1d9659f45fbb.jpg","PofA-040","N","Chant","Moon Art","YAMAMOTO-NAOKI","Alice Origin 4th Booster Pack","Card Text
Remove target card in a graveyard from the game. Draw a card. If this card was awakened, you may play the card removed this way until end of turn.
[Awakening][D][M]","""Lapis, I have to leave now."" ""Won't you stay a little longer? Now comes the most interesting part."" ""I have to keep watching for signs of the scary one. When his return is imminent, I'll send you another messenger."" ーMikage Seijuro & Gill Lapis","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png",""
"http://www.fowtcg.com/card/4756","Anubis, the Guardian of Throne (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/47/4756/image_en/3480f16c-e10a-4656-9a0e-6bde1813d419.jpg","PofA-041","N","Resonator (Stranger)","Deity","Takumi Sugikawa","Alice Origin 4th Booster Pack","Card Text
[Bane]
Automatic
[Enter] >>> Put up to two target resonators from your graveyard into your hand.","""If both Lenneth and I were defeated, this world would fall to the power of darkness. This must be avoided at all cost."" ーNote of Magna 35","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","700 / 1000"
"http://www.fowtcg.com/card/4756","Anubis, the Guardian of Throne (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/47/4756/image_en/3480f16c-e10a-4656-9a0e-6bde1813d419.jpg","PofA-041","N","Resonator (Stranger)","Deity","Takumi Sugikawa","Alice Origin 4th Booster Pack","Card Text
[Bane]
Automatic
[Enter] >>> Put up to two target resonators from your graveyard into your hand.","""If both Lenneth and I were defeated, this world would fall to the power of darkness. This must be avoided at all cost."" ーNote of Magna 35","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","700 / 1000"
"http://www.fowtcg.com/card/4757","Berserker of the Black Moon","http://d12h0em1d7ppg.cloudfront.net/items/47/4757/image_en/b999ffea-1d45-4233-bc28-18b4744936d4.jpg","PofA-042","N","Resonator","Minion","ComamitsuZaki","Alice Origin 4th Booster Pack","Card Text
Continuous
If you lost life this turn in any way (including loss of life, payment of life, and reduction of life due to damage or other effects), you may pay [2] less to play this card.
Automatic
[Enter] >>> Draw a card. You lose 400 life.
Automatic
When this card is revealed by the ability of a ""Gill Lapis"" you control >>> Draw a card. You lose 400 life.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","1000 / 1000"
"http://www.fowtcg.com/card/4757","Berserker of the Black Moon","http://d12h0em1d7ppg.cloudfront.net/items/47/4757/image_en/b999ffea-1d45-4233-bc28-18b4744936d4.jpg","PofA-042","N","Resonator","Minion","ComamitsuZaki","Alice Origin 4th Booster Pack","Card Text
Continuous
If you lost life this turn in any way (including loss of life, payment of life, and reduction of life due to damage or other effects), you may pay [2] less to play this card.
Automatic
[Enter] >>> Draw a card. You lose 400 life.
Automatic
When this card is revealed by the ability of a ""Gill Lapis"" you control >>> Draw a card. You lose 400 life.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","1000 / 1000"
"http://www.fowtcg.com/card/4757","Berserker of the Black Moon","http://d12h0em1d7ppg.cloudfront.net/items/47/4757/image_en/b999ffea-1d45-4233-bc28-18b4744936d4.jpg","PofA-042","N","Resonator","Minion","ComamitsuZaki","Alice Origin 4th Booster Pack","Card Text
Continuous
If you lost life this turn in any way (including loss of life, payment of life, and reduction of life due to damage or other effects), you may pay [2] less to play this card.
Automatic
[Enter] >>> Draw a card. You lose 400 life.
Automatic
When this card is revealed by the ability of a ""Gill Lapis"" you control >>> Draw a card. You lose 400 life.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","1000 / 1000"
"http://www.fowtcg.com/card/4758","Bizarre Zombie","http://d12h0em1d7ppg.cloudfront.net/items/47/4758/image_en/e9070958-1e5e-4155-aede-731bfedfffbd.jpg","PofA-043","N","Resonator","Zombie","kakotomirai","Alice Origin 4th Booster Pack","Card Text
[Bane]","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","400 / 400"
"http://www.fowtcg.com/card/4759","Black Moonlight","http://d12h0em1d7ppg.cloudfront.net/items/47/4759/image_en/70fddfe2-62f4-40e7-adbb-7071e5a1f9c5.jpg","PofA-044","N","Chant","Moon Art","IWAO","Alice Origin 4th Booster Pack","Card Text
[Quickcast]
Target resonator gains [+800/+800] until end of turn. If you control [Limit Break] (Name of target resonator), it also gains [Eternal] and [Barrier] until end of turn.","The price of this power is the enslaving of the mind.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png",""
"http://www.fowtcg.com/card/4760","Black Moon-Ray","http://d12h0em1d7ppg.cloudfront.net/items/47/4760/image_en/2883fde2-9f87-422d-b301-798dc9e6756b.jpg","PofA-045","N","Chant","Moon Art","yua","Alice Origin 4th Booster Pack","Card Text
[Quickcast]
Destroy target J-ruler or (Stranger) resonator.
[Awakening][M]: Players cannot chase to this card.","The Black Moon suddenly appeared in the sky over Vell-Savaria, and its rays easily disabled the defensive barrier.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png",""
"http://www.fowtcg.com/card/4761","Black Rabbit","http://d12h0em1d7ppg.cloudfront.net/items/47/4761/image_en/2d0bad87-8108-45b9-af8e-e3f77d3ba490.jpg","PofA-046","N","Resonator","Minion, Rabbit","Misa Tsutsui","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> Your opponent discards a card.
Automatic
When this card is revealed by the ability of a ""Gill Lapis"" you control >>> Your opponent discards a card.","Under the light of the Black Moon, these ferocious rabbits are looking for offerings.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","400 / 400"
"http://www.fowtcg.com/card/4761","Black Rabbit","http://d12h0em1d7ppg.cloudfront.net/items/47/4761/image_en/2d0bad87-8108-45b9-af8e-e3f77d3ba490.jpg","PofA-046","N","Resonator","Minion, Rabbit","Misa Tsutsui","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> Your opponent discards a card.
Automatic
When this card is revealed by the ability of a ""Gill Lapis"" you control >>> Your opponent discards a card.","Under the light of the Black Moon, these ferocious rabbits are looking for offerings.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","400 / 400"
"http://www.fowtcg.com/card/4762","Black Wolf","http://d12h0em1d7ppg.cloudfront.net/items/47/4762/image_en/fbd2e179-d832-475b-b269-0658b1668e41.jpg","PofA-047","N","Resonator","Fairy Tale, Beast","Shosuke","Alice Origin 4th Booster Pack","Card Text
[Precision]
Continuous
This card gains [+200/+200] for each darkness crystal you control.","On Attoractia Dark Alice caught the scent of her old enemy. But what will the starving wolf find there, its prey or a trap to catch it?","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","600 / 400"
"http://www.fowtcg.com/card/4763","Blazer, Minion of Lapis","http://d12h0em1d7ppg.cloudfront.net/items/47/4763/image_en/d7662212-554c-4e61-a236-181450442268.jpg","PofA-048","R","Resonator","Minion","Kusanagi Tyouen","Alice Origin 4th Booster Pack","Card Text
[Precision]
Automatic
[Limit Break]
[First Strike]
This card gains [+800/+800].
When this card is banished by the effect of an ability you control >>> This card deals damage equal to its ATK divided as you choose to any number of target players and/or J/resonators.","Bringing death, risking death.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","400 / 400"
"http://www.fowtcg.com/card/4764","Blazer's Art of Slaughter","http://d12h0em1d7ppg.cloudfront.net/items/47/4764/image_en/7fe4cb4f-ab07-495f-a8fb-e24c337d8e8b.jpg","PofA-049","N","Chant","Moon Art","Mad","Alice Origin 4th Booster Pack","Card Text
[Quickcast]
Each player banishes a resonator. If you control [Limit Break] (""Blazer, Minion of Lapis""), choose a resonator you control and a resonator your opponent controls instead. Each player banishes the chosen resonator they control.","Blazer's most wanted target is coming to find him. That makes him very happy.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png",""
"http://www.fowtcg.com/card/4765","Collapsing World","http://d12h0em1d7ppg.cloudfront.net/items/47/4765/image_en/0a0c2bb0-53da-4480-927d-29c215b9d1e5.jpg","PofA-050","N","Addition: Field","","gozz","Alice Origin 4th Booster Pack","Card Text
Continuous
At the beginning of each player's turn ⇒ That player banishes a resonator.","Life was swallowed into the gaping maw of the dying world.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png",""
"http://www.fowtcg.com/card/4765","Collapsing World","http://d12h0em1d7ppg.cloudfront.net/items/47/4765/image_en/0a0c2bb0-53da-4480-927d-29c215b9d1e5.jpg","PofA-050","N","Addition: Field","","gozz","Alice Origin 4th Booster Pack","Card Text
Continuous
At the beginning of each player's turn ⇒ That player banishes a resonator.","Life was swallowed into the gaping maw of the dying world.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png",""
"http://www.fowtcg.com/card/4765","Collapsing World","http://d12h0em1d7ppg.cloudfront.net/items/47/4765/image_en/0a0c2bb0-53da-4480-927d-29c215b9d1e5.jpg","PofA-050","N","Addition: Field","","gozz","Alice Origin 4th Booster Pack","Card Text
Continuous
At the beginning of each player's turn ⇒ That player banishes a resonator.","Life was swallowed into the gaping maw of the dying world.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png",""
