"card_url","card_name","card_image","card_number","card_cost_attribute","card_type","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets","card_att_def","card_race"
"http://www.fowtcg.com/card/4287","Traveler in Wonderland","http://d12h0em1d7ppg.cloudfront.net/items/42/4287/image_en/d9bf2bd6-4cec-49d1-b486-a9e193585a57.jpg","SDAO1-030","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","Wednesday","Alice Origin 1st Start Deck","Activate
[0]: Choose a race. Resonators you control gain the chosen race until end of turn. Play this ability only once per turn.","A traveler from another world visited Attoractia, and met with the future Sacred Queen.","Alice Origin 1st Start Deck","800 / 800","Wanderer"
"http://www.fowtcg.com/card/4288","Viviane","http://d12h0em1d7ppg.cloudfront.net/items/42/4288/image_en/eead29f0-319f-48ee-9650-3d72bc670482.jpg","SDAO1-031","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Matsurika Yoko","Alice Origin 1st Start Deck","Automatic
[Enter] ⇒ Search your deck for a card named ""Avalon, Illusionary Home of Knights"" and put it into the field. If you control ""Avalon, Illusionary Home of Knights"", you may search your deck for a card named ""Excalibur"" instead.","""Hero, where are you?""","Alice Origin 1st Start Deck","600 / 600","Fairy"
"http://www.fowtcg.com/card/4288","Viviane","http://d12h0em1d7ppg.cloudfront.net/items/42/4288/image_en/eead29f0-319f-48ee-9650-3d72bc670482.jpg","SDAO1-031","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","Matsurika Yoko","Alice Origin 1st Start Deck","Automatic
[Enter] ⇒ Search your deck for a card named ""Avalon, Illusionary Home of Knights"" and put it into the field. If you control ""Avalon, Illusionary Home of Knights"", you may search your deck for a card named ""Excalibur"" instead.","""Hero, where are you?""","Alice Origin 1st Start Deck","600 / 600","Fairy"
"http://www.fowtcg.com/card/4289","Volga, the Fire King","http://d12h0em1d7ppg.cloudfront.net/items/42/4289/image_en/adfef5e4-14fb-49b8-9655-6010bef5529b.jpg","SDAO1-032","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","ukuzo Katsura","Alice Origin 1st Start Deck","Continuou
When this card is put into a graveyard from the field ⇒ Search your deck for a card named ""Laevateinn"", reveal it and put it into your hand. If your life is 2000 or less, you may put it into the field instead.","""Kid, if you can defeat me, I'll give you this sword. If I still can.""","Alice Origin 1st Start Deck","900 / 900","King"
"http://www.fowtcg.com/card/4289","Volga, the Fire King","http://d12h0em1d7ppg.cloudfront.net/items/42/4289/image_en/adfef5e4-14fb-49b8-9655-6010bef5529b.jpg","SDAO1-032","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","ukuzo Katsura","Alice Origin 1st Start Deck","Continuou
When this card is put into a graveyard from the field ⇒ Search your deck for a card named ""Laevateinn"", reveal it and put it into your hand. If your life is 2000 or less, you may put it into the field instead.","""Kid, if you can defeat me, I'll give you this sword. If I still can.""","Alice Origin 1st Start Deck","900 / 900","King"
"http://www.fowtcg.com/card/4289","Volga, the Fire King","http://d12h0em1d7ppg.cloudfront.net/items/42/4289/image_en/adfef5e4-14fb-49b8-9655-6010bef5529b.jpg","SDAO1-032","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Resonator","ukuzo Katsura","Alice Origin 1st Start Deck","Continuou
When this card is put into a graveyard from the field ⇒ Search your deck for a card named ""Laevateinn"", reveal it and put it into your hand. If your life is 2000 or less, you may put it into the field instead.","""Kid, if you can defeat me, I'll give you this sword. If I still can.""","Alice Origin 1st Start Deck","900 / 900","King"
"http://www.fowtcg.com/card/4290","Attoractia’s Memoria","http://d12h0em1d7ppg.cloudfront.net/items/42/4290/image_en/ca03c2da-fd31-4204-9dcd-c8e04f363a49.jpg","SDAO1-033","","Special Magic Stone","Moopic","Alice Origin 1st Start Deck","","""This is the powersource Lord Magna made to extract the memories. He calls it a Memoria."" Lenneth, the Priestess of Vell-Savaria","Alice Origin 1st Start Deck","",""
"http://www.fowtcg.com/card/4291","Magic Stone of Light Vapors","http://d12h0em1d7ppg.cloudfront.net/items/42/4291/image_en/56a7dd86-b12c-436e-9af1-bc536c24db60.jpg","SDAO1-034","","Special Magic Stone","Moopic","Alice Origin 1st Start Deck","Activate
[rest]: Produce [W] or [U].","The shining paths that branch from the crossroad.","Alice Origin 1st Start Deck","",""
"http://www.fowtcg.com/card/4292","Magic Stone of Scorched Bales","http://d12h0em1d7ppg.cloudfront.net/items/42/4292/image_en/9476bf32-b9d6-4321-87b3-bcb705e97b52.jpg","SDAO1-035","","Special Magic Stone","Nagi-nyan","Alice Origin 1st Start Deck","Activate
[rest]: Produce [B] or [R].","Hidden within the night, the burning spiral of seeds.","Alice Origin 1st Start Deck","",""
"http://www.fowtcg.com/card/4293","Fire Magic Stone","http://d12h0em1d7ppg.cloudfront.net/items/42/4293/image_en/1a53f697-648e-4611-845d-b78de56f0780.jpg","SDAO1-036","","Basic Magic Stone","kawaryu","Alice Origin 1st Start Deck","Activate
[rest]: Produce [R].","","Alice Origin 1st Start Deck","",""
"http://www.fowtcg.com/card/4294","Light Magic Stone","http://d12h0em1d7ppg.cloudfront.net/items/42/4294/image_en/8b3a5924-4970-4512-8f3b-4bda5ddf58a5.jpg","SDAO1-037","","Basic Magic Stone","kawaryu","Alice Origin 1st Start Deck","Activate
[rest]: Produce [W].","","Alice Origin 1st Start Deck","",""
