"card_url","card_name","card_image","card_number","card_cost_attribute","card_type","card_artist","card_expansion","card_text","card_all_sets","card_att_def","card_race","card_flavor_text"
"http://www.fowtcg.com/card/1746","Hamelin's Pied Piper","http://d12h0em1d7ppg.cloudfront.net/items/17/1746/image_en/1488248443.jpg","PR2015-011","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","kakotomirai","PR Card","Card Text
Automatic
[Enter]Rest target resonator your opponent controls. It doesn't recover during the recovery phase as long as this card is in a field.
Automatic
Whenever this card attacks ⇒ Rest target resonator your opponent controls. It doesn't recover during the recovery phase as long as this card is in a field.","PR Card","1000 / 1000","Fairy Tale/Mage","The sounds of his flute can entice anything; even vampires."
"http://www.fowtcg.com/card/1746","Hamelin's Pied Piper","http://d12h0em1d7ppg.cloudfront.net/items/17/1746/image_en/1488248443.jpg","PR2015-011","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","Resonator","kakotomirai","PR Card","Card Text
Automatic
[Enter]Rest target resonator your opponent controls. It doesn't recover during the recovery phase as long as this card is in a field.
Automatic
Whenever this card attacks ⇒ Rest target resonator your opponent controls. It doesn't recover during the recovery phase as long as this card is in a field.","PR Card","1000 / 1000","Fairy Tale/Mage","The sounds of his flute can entice anything; even vampires."
"http://www.fowtcg.com/card/1747","Dream of Juliet","http://d12h0em1d7ppg.cloudfront.net/items/17/1747/image_en/1488248444.jpg","PR2015-012","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","gekko","PR Card","Card Text
[Quickcast]
Choose one. If you control ""Juliet, the Hope"" and ""Romeo, the Despair"", choose up to three instead -
Destroy target addition;
or draw a card; or remove target resonator from the game, then put it into its owner's field.","PR Card","","","Juliet's dream was to live with Romeo happily ever after. Now it is time for that dream to become reality."
"http://www.fowtcg.com/card/1747","Dream of Juliet","http://d12h0em1d7ppg.cloudfront.net/items/17/1747/image_en/1488248444.jpg","PR2015-012","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","gekko","PR Card","Card Text
[Quickcast]
Choose one. If you control ""Juliet, the Hope"" and ""Romeo, the Despair"", choose up to three instead -
Destroy target addition;
or draw a card; or remove target resonator from the game, then put it into its owner's field.","PR Card","","","Juliet's dream was to live with Romeo happily ever after. Now it is time for that dream to become reality."
"http://www.fowtcg.com/card/1748","The Emperor with New Clothes","http://d12h0em1d7ppg.cloudfront.net/items/17/1748/image_en/1488248446.jpg","PR2015-013","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","douzen","PR Card","Card Text
Automatic
[Enter]Destroy all [Addition: Resonator] cards your opponent controls.
Activate
Your opponent cannot add [Addition: Resonator] cards.","PR Card","700 / 700","Fairy Tale/Human","""Perhaps you should try some new clothes on too!"""
"http://www.fowtcg.com/card/1748","The Emperor with New Clothes","http://d12h0em1d7ppg.cloudfront.net/items/17/1748/image_en/1488248446.jpg","PR2015-013","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","douzen","PR Card","Card Text
Automatic
[Enter]Destroy all [Addition: Resonator] cards your opponent controls.
Activate
Your opponent cannot add [Addition: Resonator] cards.","PR Card","700 / 700","Fairy Tale/Human","""Perhaps you should try some new clothes on too!"""
"http://www.fowtcg.com/card/1749","Hunter in Black Forest","http://d12h0em1d7ppg.cloudfront.net/items/17/1749/image_en/1488248448.jpg","PR2015-014","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","見田航介","PR Card","Card Text
[Swiftness] (This card can attack and play its abilities the same turn it enters a field.)","PR Card","300 / 300","Fairy Tale/Human",""
"http://www.fowtcg.com/card/1750","Voice of the False God","http://d12h0em1d7ppg.cloudfront.net/items/17/1750/image_en/1488248450.jpg","PR2015-015","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","kawaryu","PR Card","Card Text
[Quickcast]
Banish a resonator. If you do, draw two cards. If you banished a Human this way, draw three cards instead.","PR Card","","","""Oh... yes... I hear you. Oh Lord, what should I do next?"" —Jeanne d'Arc, the Flame of Hatred"
"http://www.fowtcg.com/card/1750","Voice of the False God","http://d12h0em1d7ppg.cloudfront.net/items/17/1750/image_en/1488248450.jpg","PR2015-015","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","kawaryu","PR Card","Card Text
[Quickcast]
Banish a resonator. If you do, draw two cards. If you banished a Human this way, draw three cards instead.","PR Card","","","""Oh... yes... I hear you. Oh Lord, what should I do next?"" —Jeanne d'Arc, the Flame of Hatred"
"http://www.fowtcg.com/card/1751","Elvish Priest","http://d12h0em1d7ppg.cloudfront.net/items/17/1751/image_en/1488248453.jpg","PR2015-016","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","Moopic","PR Card","Card Text
Activate
[rest]: Produce [G].","PR Card","100 / 400","Elf",""
"http://www.fowtcg.com/card/1752","Deadman Prince","http://d12h0em1d7ppg.cloudfront.net/items/17/1752/image_en/1488248456.jpg","PR2015-017","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Resonator","Mz.縞","PR Card","Card Text
Automatic
[Enter]Put target resonator from your graveyard into your hand.","PR Card","500 / 500","Nightmare/Immortal/Prince","He mistakenly believed Snow White was already dead. That is why he took her body to his castle."
"http://www.fowtcg.com/card/1752","Deadman Prince","http://d12h0em1d7ppg.cloudfront.net/items/17/1752/image_en/1488248456.jpg","PR2015-017","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","Mz.縞","PR Card","Card Text
Automatic
[Enter]Put target resonator from your graveyard into your hand.","PR Card","500 / 500","Nightmare/Immortal/Prince","He mistakenly believed Snow White was already dead. That is why he took her body to his castle."
"http://www.fowtcg.com/card/1753","Realm of Pure Spirits","http://d12h0em1d7ppg.cloudfront.net/items/17/1753/image_en/1488248457.jpg","PR2015-018","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Addition: Field","今野隼史","PR Card","Card Text
Continuous
Recovered resonators you control cannot be targeted by spells or abilities your opponent controls.","PR Card","","","""Pure ideals are impossible to destroy."" 〜Jeanne d'Arc, the Awakened Purifier"
"http://www.fowtcg.com/card/1753","Realm of Pure Spirits","http://d12h0em1d7ppg.cloudfront.net/items/17/1753/image_en/1488248457.jpg","PR2015-018","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Addition: Field","今野隼史","PR Card","Card Text
Continuous
Recovered resonators you control cannot be targeted by spells or abilities your opponent controls.","PR Card","","","""Pure ideals are impossible to destroy."" 〜Jeanne d'Arc, the Awakened Purifier"
"http://www.fowtcg.com/card/1754","Duel of Truth","http://d12h0em1d7ppg.cloudfront.net/items/17/1754/image_en/1488248458.jpg","PR2015-019","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","見田航介","PR Card","Card Text
[Quickcast]
Target J/resonator you control and target J/resonator your opponent controls deal damage equal to their ATK to each other.","PR Card","","","The ""real"" fight took three days. And now..."
"http://www.fowtcg.com/card/1755","Rapid Decay","http://d12h0em1d7ppg.cloudfront.net/items/17/1755/image_en/1488248460.jpg","PR2015-020","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","佐々木光之介","PR Card","Card Text
Destroy target resonator with total cost 2 or less.","PR Card","","","""Sudden evolution can be the same as degradation. Oh well- evolve until you die!"" 〜Little Dread, the Fake Red Moon"
"http://www.fowtcg.com/card/1756","Little Mermaid of Tragic Love","http://d12h0em1d7ppg.cloudfront.net/items/17/1756/image_en/1488248463.jpg","PR2015-021","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","長崎祐子","PR Card","Card Text
Automatic
When this card is put into a graveyard from your field ⇒ Draw a card.
Continuous
Your opponent must block this card if able.","PR Card","500 / 300","Mermaid","The Mermaid Princess was sad about her tragic love, but she never regretted it."
"http://www.fowtcg.com/card/1756","Little Mermaid of Tragic Love","http://d12h0em1d7ppg.cloudfront.net/items/17/1756/image_en/1488248463.jpg","PR2015-021","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","長崎祐子","PR Card","Card Text
Automatic
When this card is put into a graveyard from your field ⇒ Draw a card.
Continuous
Your opponent must block this card if able.","PR Card","500 / 300","Mermaid","The Mermaid Princess was sad about her tragic love, but she never regretted it."
"http://www.fowtcg.com/card/1757","Oz, the Great Wizard","http://d12h0em1d7ppg.cloudfront.net/items/17/1757/image_en/1488248465.jpg","PR2015-022","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","tokiwa","PR Card","Card Text
Automatic
[Enter] Search your deck for a chant card with total cost 1, reveal it and put it into your hand. If it's ""Oz's Magic"", you may play it without paying its cost instead putting it into your hand. Then shuffle your deck.","PR Card","600 / 600","Fairy Tale","These abilities are a form of magic."
"http://www.fowtcg.com/card/1757","Oz, the Great Wizard","http://d12h0em1d7ppg.cloudfront.net/items/17/1757/image_en/1488248465.jpg","PR2015-022","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","tokiwa","PR Card","Card Text
Automatic
[Enter] Search your deck for a chant card with total cost 1, reveal it and put it into your hand. If it's ""Oz's Magic"", you may play it without paying its cost instead putting it into your hand. Then shuffle your deck.","PR Card","600 / 600","Fairy Tale","These abilities are a form of magic."
"http://www.fowtcg.com/card/1758","Necronomicon","http://d12h0em1d7ppg.cloudfront.net/items/17/1758/image_en/1488248468.jpg","PR2015-023","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Addition: Field","Mz.縞","PR Card","Card Text
Continuous
You may play cards from your graveyard.
Continuous
If a card would be put into your graveyard from anywhere, remove it from the game instead.
Automatic
At the end of your turn ⇒ Discard your hand.","PR Card","","Relic","This note is nothing."
"http://www.fowtcg.com/card/1758","Necronomicon","http://d12h0em1d7ppg.cloudfront.net/items/17/1758/image_en/1488248468.jpg","PR2015-023","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Addition: Field","Mz.縞","PR Card","Card Text
Continuous
You may play cards from your graveyard.
Continuous
If a card would be put into your graveyard from anywhere, remove it from the game instead.
Automatic
At the end of your turn ⇒ Discard your hand.","PR Card","","Relic","This note is nothing."
"http://www.fowtcg.com/card/1758","Necronomicon","http://d12h0em1d7ppg.cloudfront.net/items/17/1758/image_en/1488248468.jpg","PR2015-023","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Addition: Field","Mz.縞","PR Card","Card Text
Continuous
You may play cards from your graveyard.
Continuous
If a card would be put into your graveyard from anywhere, remove it from the game instead.
Automatic
At the end of your turn ⇒ Discard your hand.","PR Card","","Relic","This note is nothing."
"http://www.fowtcg.com/card/1759","Wiseman of Winds","http://d12h0em1d7ppg.cloudfront.net/items/17/1759/image_en/1488248470.jpg","PR2015-024","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","もぐも","PR Card","Card Text
Automatic
[Enter] Banish this card if you don't control another Elf.","PR Card","800 / 600","Elf","After the sky castle fell to the ground, elves who lived there gathered around Fiethsing, waiting for the time of the battle."
"http://www.fowtcg.com/card/1759","Wiseman of Winds","http://d12h0em1d7ppg.cloudfront.net/items/17/1759/image_en/1488248470.jpg","PR2015-024","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","もぐも","PR Card","Card Text
Automatic
[Enter] Banish this card if you don't control another Elf.","PR Card","800 / 600","Elf","After the sky castle fell to the ground, elves who lived there gathered around Fiethsing, waiting for the time of the battle."
"http://www.fowtcg.com/card/1760","Magic Stone of Moon Shade","http://d12h0em1d7ppg.cloudfront.net/items/17/1760/image_en/1488248472.jpg","PR2015-025","","Special Magic Stone","ひがし","PR Card","Card Text
Activate
[rest]: Produce [M].
Activate
[rest], pay 200 life: Produce [W], [R], [U], [G] or [B].","PR Card","","","Placed on the back of the moon, this magic stone amplifies compensation."
"http://www.fowtcg.com/card/1761","Magic Stone of Moon Light","http://d12h0em1d7ppg.cloudfront.net/items/17/1761/image_en/1488248473.jpg","PR2015-026","","Special Magic Stone","塗夢","PR Card","Card Text
Activate
[rest]: Produce [M].
Activate
[rest]: Produce one will of any attribute that a magic stone you control could produce.","PR Card","","","Placed on the front of the moon, this magic stone reflects the light of the sun."
"http://www.fowtcg.com/card/1764","Fiethsing, the Magus of Holy Wind","http://d12h0em1d7ppg.cloudfront.net/items/17/1764/image_en/1488254494.jpg","PR2015-029","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","狛蜜ザキ","PR Card","Card Text
[Quickcast]
Automatic
[Enter] Prevent all damage that would be dealt by target resonator until end of turn.
Activate
[rest]: Produce one will of any attribute.","PR Card","500 / 700","Elf/Six Sages","Wind is freedom, no matter where."
"http://www.fowtcg.com/card/1764","Fiethsing, the Magus of Holy Wind","http://d12h0em1d7ppg.cloudfront.net/items/17/1764/image_en/1488254494.jpg","PR2015-029","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","狛蜜ザキ","PR Card","Card Text
[Quickcast]
Automatic
[Enter] Prevent all damage that would be dealt by target resonator until end of turn.
Activate
[rest]: Produce one will of any attribute.","PR Card","500 / 700","Elf/Six Sages","Wind is freedom, no matter where."
"http://www.fowtcg.com/card/1764","Fiethsing, the Magus of Holy Wind","http://d12h0em1d7ppg.cloudfront.net/items/17/1764/image_en/1488254494.jpg","PR2015-029","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","狛蜜ザキ","PR Card","Card Text
[Quickcast]
Automatic
[Enter] Prevent all damage that would be dealt by target resonator until end of turn.
Activate
[rest]: Produce one will of any attribute.","PR Card","500 / 700","Elf/Six Sages","Wind is freedom, no matter where."
"http://www.fowtcg.com/card/1765","Abel, the Avenger of Gods","http://d12h0em1d7ppg.cloudfront.net/items/17/1765/image_en/1488248554.jpg","PR2015-030","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","るみえ","PR Card","Card Text
[Precision]
[Incarnation] [W],[W]
[Awakening] [W][W][2]: [Enter] Destroy all other resonators.","PR Card","700 / 700","Human","""Your sin that destroyed the world. Punishment to all his kinsmen."""
"http://www.fowtcg.com/card/1765","Abel, the Avenger of Gods","http://d12h0em1d7ppg.cloudfront.net/items/17/1765/image_en/1488248554.jpg","PR2015-030","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","るみえ","PR Card","Card Text
[Precision]
[Incarnation] [W],[W]
[Awakening] [W][W][2]: [Enter] Destroy all other resonators.","PR Card","700 / 700","Human","""Your sin that destroyed the world. Punishment to all his kinsmen."""
"http://www.fowtcg.com/card/1765","Abel, the Avenger of Gods","http://d12h0em1d7ppg.cloudfront.net/items/17/1765/image_en/1488248554.jpg","PR2015-030","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","るみえ","PR Card","Card Text
[Precision]
[Incarnation] [W],[W]
[Awakening] [W][W][2]: [Enter] Destroy all other resonators.","PR Card","700 / 700","Human","""Your sin that destroyed the world. Punishment to all his kinsmen."""
"http://www.fowtcg.com/card/1766","Kaguya, the Tale of the Bamboo Cutter","http://d12h0em1d7ppg.cloudfront.net/items/17/1766/image_en/1488248557.jpg","PR2015-031","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","桂福蔵","PR Card","Card Text
Activate
[1][rest]: Put a knowledge counter on target Six Sages.
Activate
Remove three knowledge counters from any number of resonators you control: Remove target resonator from the game.","PR Card","300 / 300","Fairy Tale/Human","“Kaguya was born together with the moon, she quickly grew like bamboo, and now is preparing to fight a war for the destiny of the world.” -Scheherazade, the Teller of the Crimson Moon"
"http://www.fowtcg.com/card/1767","Moojdart, the Queen of Fantasy World","http://d12h0em1d7ppg.cloudfront.net/items/17/1767/image_en/1488248559.jpg","PR2015-032","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","石商","PR Card","Card Text
Automatic
[Enter] Put two knowledge counters on this card.
Automatic
Whenever another Six Sages enters your field, put two knowledge counters on this card.
Activate
Remove a knowledge counter from this card: Rest target resonator.
Activate
Remove two knowledge counters from this card: Draw a card.","PR Card","700 / 900","Six Sages/Spirit","""I can rely on her during a fight, but the fact that she is so elusive creates a lot of problems."" -Zero, the Flashing Mage-Warrior"
"http://www.fowtcg.com/card/1767","Moojdart, the Queen of Fantasy World","http://d12h0em1d7ppg.cloudfront.net/items/17/1767/image_en/1488248559.jpg","PR2015-032","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","石商","PR Card","Card Text
Automatic
[Enter] Put two knowledge counters on this card.
Automatic
Whenever another Six Sages enters your field, put two knowledge counters on this card.
Activate
Remove a knowledge counter from this card: Rest target resonator.
Activate
Remove two knowledge counters from this card: Draw a card.","PR Card","700 / 900","Six Sages/Spirit","""I can rely on her during a fight, but the fact that she is so elusive creates a lot of problems."" -Zero, the Flashing Mage-Warrior"
"http://www.fowtcg.com/card/1767","Moojdart, the Queen of Fantasy World","http://d12h0em1d7ppg.cloudfront.net/items/17/1767/image_en/1488248559.jpg","PR2015-032","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","石商","PR Card","Card Text
Automatic
[Enter] Put two knowledge counters on this card.
Automatic
Whenever another Six Sages enters your field, put two knowledge counters on this card.
Activate
Remove a knowledge counter from this card: Rest target resonator.
Activate
Remove two knowledge counters from this card: Draw a card.","PR Card","700 / 900","Six Sages/Spirit","""I can rely on her during a fight, but the fact that she is so elusive creates a lot of problems."" -Zero, the Flashing Mage-Warrior"
"http://www.fowtcg.com/card/1768","Persephone, the Nether Empress","http://d12h0em1d7ppg.cloudfront.net/items/17/1768/image_en/1488248561.jpg","PR2015-033","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Resonator","祀花よう子","PR Card","Card Text
[Stealth] Your J/ruler is ""Rezzard, the Undead Lord"" or ""Rezzard, the Desecrating Vampire"" and you have ten or more cards in your graveyard. (While this card is in your standby area, you may play it without paying its cost when its [Stealth] condition is met.)
Automatic
When this card enters your field from a chant area ⇒ Put target resonator with total cost 4 or less from your graveyard into your field.","PR Card","700 / 700","Queen","""Hey Rezzard, since you're here, I hope you'll call me if things start getting interesting!"""
"http://www.fowtcg.com/card/1768","Persephone, the Nether Empress","http://d12h0em1d7ppg.cloudfront.net/items/17/1768/image_en/1488248561.jpg","PR2015-033","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Resonator","祀花よう子","PR Card","Card Text
[Stealth] Your J/ruler is ""Rezzard, the Undead Lord"" or ""Rezzard, the Desecrating Vampire"" and you have ten or more cards in your graveyard. (While this card is in your standby area, you may play it without paying its cost when its [Stealth] condition is met.)
Automatic
When this card enters your field from a chant area ⇒ Put target resonator with total cost 4 or less from your graveyard into your field.","PR Card","700 / 700","Queen","""Hey Rezzard, since you're here, I hope you'll call me if things start getting interesting!"""
"http://www.fowtcg.com/card/1768","Persephone, the Nether Empress","http://d12h0em1d7ppg.cloudfront.net/items/17/1768/image_en/1488248561.jpg","PR2015-033","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","祀花よう子","PR Card","Card Text
[Stealth] Your J/ruler is ""Rezzard, the Undead Lord"" or ""Rezzard, the Desecrating Vampire"" and you have ten or more cards in your graveyard. (While this card is in your standby area, you may play it without paying its cost when its [Stealth] condition is met.)
Automatic
When this card enters your field from a chant area ⇒ Put target resonator with total cost 4 or less from your graveyard into your field.","PR Card","700 / 700","Queen","""Hey Rezzard, since you're here, I hope you'll call me if things start getting interesting!"""
"http://www.fowtcg.com/card/1769","Jeanne d'Arc, Shadow Princess of Purity","http://d12h0em1d7ppg.cloudfront.net/items/17/1769/image_en/1488248565.jpg","PR2015-034","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Resonator","j-peg","PR Card","Card Text
Automatic
When a resonator is put into a graveyard from your opponent's field ⇒ Rest target resonator your opponent controls.","PR Card","300 / 300","Shadow","""Alice, I'm scattering the memory of our world to all worlds. That way we're sure to find it again."" —Scheherazade, the Teller of the Crimson Moon"
"http://www.fowtcg.com/card/1770","Dark Faria, Shadow Princess of Ebony","http://d12h0em1d7ppg.cloudfront.net/items/17/1770/image_en/1488248568.jpg","PR2015-035","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Resonator","Nekobayashi","PR Card","Card Text
[Awakening] [B][B]: When this card enters your field, destroy target resonator.
Continuous
Other Shadow resonators you control gain [+200/+200].
Automatic
Whenever this card deals damage ⇒ You gain that much life.","PR Card","500 / 500","Shadow/Seven Kings","""How was it?"" ""Meeow~"" ""Really? That's good."" —Dark Alice, Maiden of Slaughter and Schrödinger, the Fallen Black Cat"
"http://www.fowtcg.com/card/1770","Dark Faria, Shadow Princess of Ebony","http://d12h0em1d7ppg.cloudfront.net/items/17/1770/image_en/1488248568.jpg","PR2015-035","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Resonator","Nekobayashi","PR Card","Card Text
[Awakening] [B][B]: When this card enters your field, destroy target resonator.
Continuous
Other Shadow resonators you control gain [+200/+200].
Automatic
Whenever this card deals damage ⇒ You gain that much life.","PR Card","500 / 500","Shadow/Seven Kings","""How was it?"" ""Meeow~"" ""Really? That's good."" —Dark Alice, Maiden of Slaughter and Schrödinger, the Fallen Black Cat"
"http://www.fowtcg.com/card/1771","Alice, the Guardian of Dimensions","http://d12h0em1d7ppg.cloudfront.net/items/17/1771/image_en/1488248967.jpg","RL1509-1","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","","PR Card","Card Text
[Flying]
Activate
[U]: Target resonator you control cannot be targeted by spells or abilities your opponent controls until end of turn.
Activate
[W], [rest]: Remove this card and target resonator from the game.","PR Card","700 / 700","Wanderer/Human","""The apparence of Blazer means his return. You there... I defend this dimension. I won't let him mess around."""
"http://www.fowtcg.com/card/1771","Alice, the Guardian of Dimensions","http://d12h0em1d7ppg.cloudfront.net/items/17/1771/image_en/1488248967.jpg","RL1509-1","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","","PR Card","Card Text
[Flying]
Activate
[U]: Target resonator you control cannot be targeted by spells or abilities your opponent controls until end of turn.
Activate
[W], [rest]: Remove this card and target resonator from the game.","PR Card","700 / 700","Wanderer/Human","""The apparence of Blazer means his return. You there... I defend this dimension. I won't let him mess around."""
"http://www.fowtcg.com/card/1771","Alice, the Guardian of Dimensions","http://d12h0em1d7ppg.cloudfront.net/items/17/1771/image_en/1488248967.jpg","RL1509-1","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","","PR Card","Card Text
[Flying]
Activate
[U]: Target resonator you control cannot be targeted by spells or abilities your opponent controls until end of turn.
Activate
[W], [rest]: Remove this card and target resonator from the game.","PR Card","700 / 700","Wanderer/Human","""The apparence of Blazer means his return. You there... I defend this dimension. I won't let him mess around."""
"http://www.fowtcg.com/card/1772","Thunder","http://d12h0em1d7ppg.cloudfront.net/items/17/1772/image_en/1488248970.jpg","RL1509-2","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","Nagiにゃん","PR Card","Card Text
[Quickcast]
This card deals 500 damage to target player or J/resonator.","PR Card","","","A dazzling flash of light can sometimes change the outcome of war."
"http://www.fowtcg.com/card/1773","Vampire's Staff","http://d12h0em1d7ppg.cloudfront.net/items/17/1773/image_en/1488248971.jpg","RL1510-1","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Resonator","kawaryu","PR Card","Card Text
Continuous
At the beginning of your recovery phase ⇒ Reveal the top card of your deck. This card deals 100 damage to target player for each will symbol on the attribute cost of the revealed card and you gain that much life.","PR Card","400 / 400","Vampire","Even a vampire must pay the price of blood."
"http://www.fowtcg.com/card/1773","Vampire's Staff","http://d12h0em1d7ppg.cloudfront.net/items/17/1773/image_en/1488248971.jpg","RL1510-1","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","kawaryu","PR Card","Card Text
Continuous
At the beginning of your recovery phase ⇒ Reveal the top card of your deck. This card deals 100 damage to target player for each will symbol on the attribute cost of the revealed card and you gain that much life.","PR Card","400 / 400","Vampire","Even a vampire must pay the price of blood."
"http://www.fowtcg.com/card/1774","Glinda, the Fairy","http://d12h0em1d7ppg.cloudfront.net/items/17/1774/image_en/1488248973.jpg","RL1510-2","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","碧風羽","PR Card","Card Text
Automatic
[Enter] Target resonator cannot be blocked until end of turn.
Activate
Banish this card: Cancel target normal spell unless its controller pays [2].","PR Card","500 / 500","Fairy Tale","That smile can make everyone feel safe."
"http://www.fowtcg.com/card/1774","Glinda, the Fairy","http://d12h0em1d7ppg.cloudfront.net/items/17/1774/image_en/1488248973.jpg","RL1510-2","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","碧風羽","PR Card","Card Text
Automatic
[Enter] Target resonator cannot be blocked until end of turn.
Activate
Banish this card: Cancel target normal spell unless its controller pays [2].","PR Card","500 / 500","Fairy Tale","That smile can make everyone feel safe."
"http://www.fowtcg.com/card/1775","Strong to Death","http://d12h0em1d7ppg.cloudfront.net/items/17/1775/image_en/1488248975.jpg","RL1511-1","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Chant","Fushikaden K.K.","PR Card","Card Text
[Quickcast]
Destroy target resonator.","PR Card","","","""Death is just one form. A complete death is the destruction of your entirety."" 〜Abdul Alhazred, the Harbinger of Despair"
"http://www.fowtcg.com/card/1775","Strong to Death","http://d12h0em1d7ppg.cloudfront.net/items/17/1775/image_en/1488248975.jpg","RL1511-1","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Chant","Fushikaden K.K.","PR Card","Card Text
[Quickcast]
Destroy target resonator.","PR Card","","","""Death is just one form. A complete death is the destruction of your entirety."" 〜Abdul Alhazred, the Harbinger of Despair"
"http://www.fowtcg.com/card/1776","Etna, the Snow Queen","http://d12h0em1d7ppg.cloudfront.net/items/17/1776/image_en/1488248977.jpg","RL1511-2","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","ネム","PR Card","Card Text
[Awakening] [x]: [Enter] Rest X target resonators. They cannot recover as long as this card is on a field.
Automatic
Whenever this card deals damage to your opponent, he or she discards a card.","PR Card","700 / 700","Fairy Tale/Queen","""I want to preserve the beauty of this world"" so thought the Queen, ""perhaps if all were to be frozen"", she thought."
"http://www.fowtcg.com/card/1776","Etna, the Snow Queen","http://d12h0em1d7ppg.cloudfront.net/items/17/1776/image_en/1488248977.jpg","RL1511-2","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","ネム","PR Card","Card Text
[Awakening] [x]: [Enter] Rest X target resonators. They cannot recover as long as this card is on a field.
Automatic
Whenever this card deals damage to your opponent, he or she discards a card.","PR Card","700 / 700","Fairy Tale/Queen","""I want to preserve the beauty of this world"" so thought the Queen, ""perhaps if all were to be frozen"", she thought."
"http://www.fowtcg.com/card/1776","Etna, the Snow Queen","http://d12h0em1d7ppg.cloudfront.net/items/17/1776/image_en/1488248977.jpg","RL1511-2","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","ネム","PR Card","Card Text
[Awakening] [x]: [Enter] Rest X target resonators. They cannot recover as long as this card is on a field.
Automatic
Whenever this card deals damage to your opponent, he or she discards a card.","PR Card","700 / 700","Fairy Tale/Queen","""I want to preserve the beauty of this world"" so thought the Queen, ""perhaps if all were to be frozen"", she thought."
